Freq,time,motorpath,angle
5.00, 0.00, 0, 3.11
5.00, 0.00, 1, 3.11
5.00, 0.00, 3, 3.11
5.00, 0.01, 6, 3.11
5.00, 0.03, 31, 3.11
5.00, 0.06, 57, 3.12
5.00, 0.08, 80, 3.12
5.00, 0.11, 104, 3.12
5.00, 0.14, 126, 3.13
5.00, 0.16, 146, 3.13
5.00, 0.19, 163, 3.13
5.00, 0.22, 177, 3.13
5.00, 0.25, 188, 3.12
5.00, 0.27, 195, 3.12
5.00, 0.30, 199, 3.12
5.00, 0.33, 199, 3.12
5.00, 0.35, 196, 3.12
5.00, 0.38, 189, 3.11
5.00, 0.41, 178, 3.11
5.00, 0.44, 164, 3.10
5.00, 0.46, 148, 3.10
5.00, 0.49, 129, 3.10
5.00, 0.52, 106, 3.10
5.00, 0.54, 83, 3.10
5.00, 0.57, 58, 3.10
5.00, 0.59, 34, 3.09
5.00, 0.62, 8, 3.10
5.00, 0.65, -18, 3.10
5.00, 0.67, -44, 3.10
5.00, 0.70, -71, 3.10
5.00, 0.73, -95, 3.10
5.00, 0.75, -117, 3.11
5.00, 0.78, -139, 3.11
5.00, 0.81, -158, 3.12
5.00, 0.84, -174, 3.12
5.00, 0.87, -186, 3.13
5.00, 0.89, -195, 3.13
5.00, 0.92, -199, 3.14
5.00, 0.95, -200, 3.14
5.00, 0.98, -197, 3.14
5.00, 1.01, -190, 3.15
5.00, 1.03, -179, 3.15
5.00, 1.06, -166, 3.15
5.00, 1.09, -149, 3.15
5.00, 1.12, -128, 3.15
5.00, 1.15, -106, 3.15
5.00, 1.17, -80, 3.14
5.00, 1.20, -54, 3.14
5.00, 1.23, -28, 3.14
5.00, 1.26, -1, 3.13
5.00, 1.28, 25, 3.13
5.00, 1.31, 50, 3.12
5.00, 1.33, 75, 3.12
5.00, 1.36, 98, 3.11
5.00, 1.39, 120, 3.11
5.00, 1.41, 140, 3.10
5.00, 1.44, 158, 3.10
5.00, 1.47, 173, 3.10
5.00, 1.50, 185, 3.09
5.00, 1.52, 193, 3.09
5.00, 1.55, 198, 3.09
5.00, 1.58, 199, 3.09
5.00, 1.60, 197, 3.09
5.00, 1.63, 191, 3.09
5.00, 1.66, 182, 3.09
5.00, 1.68, 169, 3.09
5.00, 1.71, 152, 3.09
5.00, 1.74, 134, 3.09
5.00, 1.76, 112, 3.10
5.00, 1.79, 89, 3.10
5.00, 1.82, 66, 3.10
5.00, 1.84, 40, 3.11
5.00, 1.87, 15, 3.11
5.00, 1.90, -12, 3.11
5.00, 1.92, -38, 3.12
5.00, 1.95, -63, 3.12
5.00, 1.98, -89, 3.12
5.00, 2.00, -112, 3.12
5.00, 2.03, -135, 3.13
5.00, 2.06, -154, 3.13
5.00, 2.09, -170, 3.13
5.00, 2.12, -183, 3.14
5.00, 2.14, -193, 3.14
5.00, 2.17, -199, 3.14
5.00, 2.20, -200, 3.14
5.00, 2.23, -198, 3.14
5.00, 2.26, -192, 3.14
5.00, 2.28, -183, 3.14
5.00, 2.31, -169, 3.14
5.00, 2.34, -153, 3.14
5.00, 2.37, -133, 3.14
5.00, 2.40, -110, 3.13
5.00, 2.43, -86, 3.13
5.00, 2.45, -61, 3.13
5.00, 2.48, -35, 3.13
5.00, 2.51, -8, 3.12
5.00, 2.53, 18, 3.12
5.00, 2.56, 44, 3.12
5.00, 2.58, 69, 3.12
5.00, 2.61, 92, 3.12
5.00, 2.64, 115, 3.11
5.00, 2.66, 136, 3.11
5.00, 2.69, 155, 3.11
5.00, 2.72, 170, 3.10
5.00, 2.74, 182, 3.10
5.00, 2.77, 192, 3.10
5.00, 2.80, 197, 3.10
5.00, 2.83, 199, 3.10
5.00, 2.85, 198, 3.10
5.00, 2.88, 193, 3.10
5.00, 2.91, 184, 3.09
5.00, 2.93, 172, 3.09
5.00, 2.96, 157, 3.10
5.00, 2.99, 138, 3.10
5.00, 3.01, 119, 3.10
5.00, 3.04, 95, 3.10
5.00, 3.07, 72, 3.10
5.00, 3.09, 47, 3.10
5.00, 3.12, 21, 3.11
5.00, 3.15, -4, 3.11
5.00, 3.17, -31, 3.11
5.00, 3.20, -56, 3.12
5.00, 3.23, -82, 3.12
5.00, 3.25, -106, 3.12
5.00, 3.28, -128, 3.13
5.00, 3.31, -149, 3.12
5.00, 3.34, -166, 3.13
5.00, 3.37, -180, 3.13
5.00, 3.39, -191, 3.14
5.00, 3.42, -197, 3.14
5.00, 3.45, -200, 3.14
5.00, 3.48, -199, 3.14
5.00, 3.51, -194, 3.14
5.00, 3.53, -186, 3.14
5.00, 3.56, -173, 3.14
5.00, 3.59, -157, 3.14
5.00, 3.62, -139, 3.14
5.00, 3.65, -117, 3.14
5.00, 3.67, -93, 3.13
5.00, 3.70, -68, 3.13
5.00, 3.73, -42, 3.13
5.00, 3.76, -14, 3.13
5.00, 3.78, 12, 3.12
5.00, 3.81, 37, 3.12
5.00, 3.83, 62, 3.12
5.00, 3.86, 87, 3.12
5.00, 3.89, 109, 3.11
5.00, 3.91, 131, 3.11
5.00, 3.94, 150, 3.11
5.00, 3.97, 167, 3.10
5.00, 3.99, 180, 3.10
5.00, 4.02, 190, 3.10
5.00, 4.05, 196, 3.10
5.00, 4.07, 199, 3.10
5.00, 4.10, 199, 3.10
5.00, 4.13, 194, 3.09
5.00, 4.16, 186, 3.09
5.00, 4.18, 175, 3.09
5.00, 4.21, 161, 3.10
5.00, 4.24, 143, 3.10
5.00, 4.26, 124, 3.10
5.00, 4.29, 101, 3.10
5.00, 4.32, 77, 3.10
5.00, 4.34, 53, 3.10
5.00, 4.37, 27, 3.10
5.00, 4.40, 1, 3.11
5.00, 4.42, -24, 3.11
5.00, 4.45, -51, 3.11
5.00, 4.48, -75, 3.12
5.00, 4.50, -101, 3.12
5.00, 4.53, -124, 3.12
5.00, 4.56, -145, 3.12
5.00, 4.59, -162, 3.13
5.00, 4.61, -177, 3.13
5.00, 4.64, -189, 3.14
5.00, 4.67, -196, 3.14
5.00, 4.70, -200, 3.14
5.00, 4.73, -200, 3.14
5.00, 4.76, -196, 3.14
5.00, 4.78, -188, 3.14
5.00, 4.81, -177, 3.14
5.00, 4.84, -161, 3.14
5.00, 4.87, -143, 3.14
5.00, 4.90, -122, 3.14
5.00, 4.92, -99, 3.13
5.00, 4.95, -74, 3.13
5.00, 4.98, -49, 3.13
5.00, 5.01, -22, 3.13
5.00, 5.03, 5, 3.12
5.00, 5.06, 30, 3.12
5.00, 5.08, 55, 3.12
5.00, 5.11, 80, 3.12
5.00, 5.14, 103, 3.11
5.00, 5.16, 126, 3.11
5.00, 5.19, 145, 3.11
5.00, 5.22, 162, 3.10
5.00, 5.24, 176, 3.10
5.00, 5.27, 187, 3.10
5.00, 5.30, 195, 3.10
5.00, 5.32, 199, 3.10
5.00, 5.35, 199, 3.10
5.00, 5.38, 196, 3.09
5.00, 5.41, 189, 3.10
5.00, 5.43, 179, 3.09
5.00, 5.46, 166, 3.10
5.00, 5.49, 148, 3.10
5.00, 5.51, 129, 3.10
5.00, 5.54, 108, 3.10
5.00, 5.57, 84, 3.10
5.00, 5.59, 59, 3.10
5.00, 5.62, 34, 3.10
5.00, 5.65, 8, 3.11
5.00, 5.67, -16, 3.11
5.00, 5.70, -43, 3.12
5.00, 5.73, -69, 3.12
5.00, 5.75, -94, 3.12
5.00, 5.78, -117, 3.12
5.00, 5.81, -138, 3.12
5.00, 5.84, -157, 3.13
5.00, 5.86, -173, 3.13
5.00, 5.89, -186, 3.13
5.00, 5.92, -194, 3.14
5.00, 5.95, -199, 3.14
5.00, 5.98, -200, 3.14
5.00, 6.00, -198, 3.14
5.00, 6.03, -191, 3.14
5.00, 6.06, -180, 3.14
5.00, 6.09, -166, 3.14
5.00, 6.12, -149, 3.14
5.00, 6.14, -129, 3.14
5.00, 6.17, -106, 3.14
5.00, 6.20, -81, 3.13
5.00, 6.23, -56, 3.13
5.00, 6.25, -30, 3.13
5.00, 6.28, -3, 3.13
5.00, 6.31, 23, 3.12
5.00, 6.33, 49, 3.12
5.00, 6.36, 74, 3.12
5.00, 6.39, 97, 3.11
5.00, 6.41, 119, 3.11
5.00, 6.44, 139, 3.11
5.00, 6.47, 157, 3.10
5.00, 6.49, 173, 3.10
5.00, 6.52, 184, 3.10
5.00, 6.55, 193, 3.10
5.00, 6.57, 198, 3.10
5.00, 6.60, 199, 3.10
5.00, 6.63, 197, 3.10
5.00, 6.65, 192, 3.10
5.00, 6.68, 182, 3.09
5.00, 6.71, 169, 3.09
5.00, 6.74, 154, 3.10
5.00, 6.76, 135, 3.10
5.00, 6.79, 114, 3.10
5.00, 6.82, 91, 3.10
5.00, 6.84, 67, 3.10
5.00, 6.87, 43, 3.10
5.00, 6.90, 16, 3.11
5.00, 6.92, -10, 3.11
5.00, 6.95, -36, 3.11
5.00, 6.98, -63, 3.12
5.00, 7.00, -88, 3.12
5.00, 7.03, -111, 3.12
5.00, 7.06, -133, 3.13
5.00, 7.09, -154, 3.13
5.00, 7.11, -170, 3.13
5.00, 7.14, -183, 3.13
5.00, 7.17, -193, 3.14
5.00, 7.20, -198, 3.14
5.00, 7.23, -200, 3.14
5.00, 7.25, -198, 3.14
5.00, 7.28, -193, 3.14
5.00, 7.31, -183, 3.14
5.00, 7.34, -170, 3.14
5.00, 7.37, -153, 3.14
5.00, 7.39, -134, 3.14
5.00, 7.42, -112, 3.14
5.00, 7.45, -87, 3.13
5.00, 7.48, -62, 3.13
5.00, 7.50, -36, 3.13
5.00, 7.53, -9, 3.13
5.00, 7.56, 18, 3.13
5.00, 7.58, 42, 3.12
5.00, 7.61, 67, 3.12
5.00, 7.64, 91, 3.12
5.00, 7.66, 113, 3.11
5.00, 7.69, 135, 3.11
5.00, 7.72, 153, 3.11
5.00, 7.74, 169, 3.10
5.00, 7.77, 182, 3.10
5.00, 7.80, 191, 3.10
5.00, 7.82, 197, 3.10
5.00, 7.85, 199, 3.10
5.00, 7.88, 198, 3.10
5.00, 7.91, 193, 3.10
5.00, 7.93, 185, 3.09
5.00, 7.96, 173, 3.09
5.00, 7.99, 157, 3.10
5.00, 8.01, 140, 3.10
5.00, 8.04, 119, 3.10
5.00, 8.07, 96, 3.10
5.00, 8.09, 73, 3.10
5.00, 8.12, 48, 3.10
5.00, 8.14, 24, 3.11
5.00, 8.17, -3, 3.11
5.00, 8.20, -29, 3.11
5.00, 8.22, -56, 3.12
5.00, 8.25, -81, 3.12
5.00, 8.28, -105, 3.12
5.00, 8.31, -128, 3.12
5.00, 8.33, -148, 3.13
5.00, 8.36, -166, 3.13
5.00, 8.39, -180, 3.13
5.00, 8.42, -191, 3.14
5.00, 8.45, -197, 3.14
5.00, 8.47, -200, 3.14
5.00, 8.50, -199, 3.14
5.00, 8.53, -195, 3.14
5.00, 8.56, -186, 3.14
5.00, 8.59, -174, 3.14
5.00, 8.61, -158, 3.14
5.00, 8.64, -139, 3.14
5.00, 8.67, -118, 3.14
5.00, 8.70, -94, 3.13
5.00, 8.73, -70, 3.13
5.00, 8.75, -43, 3.13
5.00, 8.78, -17, 3.13
5.00, 8.81, 10, 3.13
5.00, 8.83, 37, 3.12
5.00, 8.86, 61, 3.12
5.00, 8.89, 86, 3.12
5.00, 8.91, 108, 3.11
5.00, 8.94, 130, 3.11
5.00, 8.97, 149, 3.11
5.00, 8.99, 165, 3.10
5.00, 9.02, 179, 3.10
5.00, 9.05, 189, 3.10
5.00, 9.07, 196, 3.10
5.00, 9.10, 199, 3.10
5.00, 9.13, 199, 3.10
5.00, 9.15, 195, 3.10
5.00, 9.18, 187, 3.09
5.00, 9.21, 176, 3.09
5.00, 9.24, 161, 3.10
5.00, 9.26, 144, 3.10
5.00, 9.29, 124, 3.10
5.00, 9.32, 102, 3.10
5.00, 9.34, 78, 3.10
5.00, 9.37, 54, 3.10
5.00, 9.40, 28, 3.11
5.00, 9.42, 2, 3.11
5.00, 9.45, -23, 3.11
5.00, 9.47, -49, 3.12
5.00, 9.50, -75, 3.12
5.00, 9.53, -99, 3.12
5.00, 9.56, -122, 3.12
5.00, 9.58, -143, 3.13
5.00, 9.61, -161, 3.13
5.00, 9.64, -176, 3.13
5.00, 9.67, -188, 3.13
5.00, 9.70, -196, 3.14
5.00, 9.72, -200, 3.14
5.00, 9.75, -200, 3.14
5.00, 9.78, -196, 3.14
5.00, 9.81, -189, 3.14
5.00, 9.84, -177, 3.14
5.00, 9.86, -163, 3.14
5.00, 9.89, -145, 3.14
5.00, 9.92, -124, 3.13
5.00, 9.95, -100, 3.14
5.00, 9.98, -76, 3.13
5.00, 10.00, -50, 3.13
5.00, 10.03, -22, 3.12
5.00, 10.06, 5, 3.13
5.00, 10.09, 32, 3.12
5.00, 10.11, 59, 3.12
5.00, 10.14, 83, 3.12
5.00, 10.17, 107, 3.11
5.00, 10.19, 129, 3.11
5.00, 10.22, 150, 3.11
5.00, 10.25, 167, 3.11
5.00, 10.28, 180, 3.10
5.00, 10.31, 190, 3.10
5.00, 10.34, 197, 3.10
5.00, 10.36, 199, 3.10
5.00, 10.39, 198, 3.10
5.00, 10.42, 193, 3.10
5.00, 10.45, 184, 3.09
5.00, 10.48, 171, 3.09
5.00, 10.50, 155, 3.09
5.00, 10.53, 136, 3.09
5.00, 10.56, 114, 3.09
5.00, 10.59, 90, 3.10
5.00, 10.61, 65, 3.10
5.00, 10.64, 39, 3.10
5.00, 10.67, 12, 3.10
5.00, 10.70, -15, 3.11
5.00, 10.72, -43, 3.11
5.00, 10.75, -71, 3.12
5.00, 10.78, -95, 3.12
5.00, 10.81, -119, 3.12
5.00, 10.84, -142, 3.13
5.00, 10.87, -160, 3.13
5.00, 10.90, -176, 3.13
5.00, 10.93, -188, 3.14
5.00, 10.95, -196, 3.14
5.00, 10.98, -200, 3.14
5.00, 11.01, -200, 3.14
5.00, 11.04, -195, 3.14
5.00, 11.07, -187, 3.14
5.00, 11.10, -174, 3.14
5.00, 11.13, -158, 3.14
5.00, 11.16, -138, 3.14
5.00, 11.19, -116, 3.14
5.00, 11.22, -91, 3.13
5.00, 11.24, -65, 3.13
5.00, 11.27, -38, 3.13
5.00, 11.30, -10, 3.13
5.00, 11.33, 18, 3.12
5.00, 11.36, 45, 3.12
5.00, 11.38, 70, 3.12
5.00, 11.41, 96, 3.11
5.00, 11.44, 118, 3.11
5.00, 11.46, 139, 3.11
5.00, 11.49, 158, 3.10
5.00, 11.52, 174, 3.10
5.00, 11.55, 186, 3.10
5.00, 11.58, 194, 3.10
5.00, 11.60, 199, 3.09
5.00, 11.63, 199, 3.10
5.00, 11.66, 196, 3.09
5.00, 11.69, 189, 3.09
5.00, 11.72, 178, 3.09
5.00, 11.75, 163, 3.09
5.00, 11.77, 146, 3.09
5.00, 11.80, 126, 3.10
5.00, 11.83, 102, 3.10
5.00, 11.86, 78, 3.10
5.00, 11.89, 52, 3.10
5.00, 11.91, 25, 3.11
5.00, 11.94, 0, 3.11
5.00, 11.97, -27, 3.11
5.00, 11.99, -55, 3.12
5.00, 12.02, -81, 3.12
5.00, 12.05, -106, 3.12
5.00, 12.08, -130, 3.13
5.00, 12.11, -150, 3.13
5.00, 12.14, -168, 3.13
5.00, 12.17, -182, 3.14
5.00, 12.19, -192, 3.14
5.00, 12.22, -199, 3.14
5.00, 12.25, -200, 3.14
5.00, 12.28, -198, 3.14
5.00, 12.31, -192, 3.14
5.00, 12.34, -182, 3.14
5.00, 12.37, -167, 3.14
5.00, 12.40, -150, 3.14
5.00, 12.43, -128, 3.14
5.00, 12.46, -105, 3.13
5.00, 12.49, -79, 3.13
5.00, 12.51, -52, 3.13
5.00, 12.54, -25, 3.13
5.00, 12.57, 3, 3.13
5.00, 12.60, 29, 3.12
5.00, 12.62, 55, 3.12
5.00, 12.65, 81, 3.12
5.00, 12.68, 105, 3.12
5.00, 12.71, 127, 3.11
5.00, 12.73, 148, 3.11
5.00, 12.76, 165, 3.10
5.00, 12.79, 179, 3.10
5.00, 12.82, 190, 3.10
5.00, 12.85, 197, 3.10
5.00, 12.87, 199, 3.10
5.00, 12.90, 198, 3.10
5.00, 12.93, 193, 3.10
5.00, 12.96, 185, 3.09
5.00, 12.99, 172, 3.09
5.00, 13.02, 156, 3.09
5.00, 13.04, 138, 3.10
5.00, 13.07, 116, 3.10
5.00, 13.10, 92, 3.10
5.00, 13.13, 68, 3.10
5.00, 13.15, 41, 3.10
5.00, 13.18, 15, 3.10
5.00, 13.21, -13, 3.11
5.00, 13.23, -41, 3.11
5.00, 13.26, -67, 3.11
5.00, 13.29, -93, 3.12
5.00, 13.32, -117, 3.12
5.00, 13.35, -139, 3.13
5.00, 13.38, -159, 3.13
5.00, 13.41, -175, 3.14
5.00, 13.44, -187, 3.14
5.00, 13.46, -195, 3.14
5.00, 13.49, -200, 3.14
5.00, 13.52, -200, 3.14
5.00, 13.55, -196, 3.14
5.00, 13.58, -188, 3.14
5.00, 13.61, -175, 3.14
5.00, 13.64, -160, 3.14
5.00, 13.67, -140, 3.14
5.00, 13.70, -118, 3.13
5.00, 13.73, -94, 3.13
5.00, 13.76, -67, 3.13
5.00, 13.78, -40, 3.13
5.00, 13.81, -13, 3.12
5.00, 13.84, 15, 3.12
5.00, 13.86, 41, 3.12
5.00, 13.89, 68, 3.12
5.00, 13.92, 93, 3.11
5.00, 13.95, 116, 3.11
5.00, 13.98, 137, 3.10
5.00, 14.00, 156, 3.10
5.00, 14.03, 172, 3.10
5.00, 14.06, 184, 3.10
5.00, 14.09, 193, 3.10
5.00, 14.11, 198, 3.10
5.00, 14.14, 199, 3.09
5.00, 14.17, 196, 3.10
5.00, 14.20, 190, 3.09
5.00, 14.23, 179, 3.09
5.00, 14.26, 165, 3.09
5.00, 14.28, 148, 3.10
5.00, 14.31, 128, 3.10
5.00, 14.34, 104, 3.10
5.00, 14.37, 80, 3.10
5.00, 14.40, 55, 3.10
5.00, 14.42, 28, 3.10
5.00, 14.45, 2, 3.11
5.00, 14.48, -25, 3.11
5.00, 14.50, -52, 3.11
5.00, 14.53, -78, 3.12
5.00, 14.56, -104, 3.12
5.00, 14.59, -127, 3.13
5.00, 14.62, -149, 3.12
5.00, 14.65, -166, 3.13
5.00, 14.68, -181, 3.13
5.00, 14.71, -191, 3.14
5.00, 14.73, -198, 3.14
5.00, 14.76, -200, 3.14
5.00, 14.79, -199, 3.14
5.00, 14.82, -193, 3.14
5.00, 14.85, -182, 3.14
5.00, 14.88, -169, 3.14
5.00, 14.91, -151, 3.13
5.00, 14.94, -130, 3.13
5.00, 14.97, -107, 3.13
5.00, 15.00, -82, 3.13
5.00, 15.02, -54, 3.12
5.00, 15.05, -28, 3.12
5.00, 15.08, 1, 3.12
5.00, 15.11, 27, 3.12
5.00, 15.13, 52, 3.12
5.00, 15.16, 79, 3.11
5.00, 15.19, 102, 3.11
5.00, 15.22, 126, 3.11
5.00, 15.24, 146, 3.10
5.00, 15.27, 164, 3.10
5.00, 15.30, 178, 3.10
5.00, 15.33, 189, 3.10
5.00, 15.36, 196, 3.10
5.00, 15.38, 199, 3.09
5.00, 15.41, 199, 3.09
5.00, 15.44, 194, 3.09
5.00, 15.47, 186, 3.09
5.00, 15.50, 173, 3.09
5.00, 15.52, 159, 3.09
5.00, 15.55, 139, 3.09
5.00, 15.58, 118, 3.10
5.00, 15.61, 94, 3.10
5.00, 15.64, 70, 3.10
5.00, 15.66, 44, 3.10
5.00, 15.69, 17, 3.10
5.00, 15.72, -10, 3.10
5.00, 15.75, -38, 3.11
5.00, 15.77, -64, 3.11
5.00, 15.80, -90, 3.12
5.00, 15.83, -115, 3.12
5.00, 15.86, -137, 3.12
5.00, 15.89, -157, 3.13
5.00, 15.92, -174, 3.13
5.00, 15.95, -186, 3.13
5.00, 15.98, -195, 3.13
5.00, 16.00, -200, 3.14
5.00, 16.03, -200, 3.14
5.00, 16.06, -197, 3.14
5.00, 16.09, -188, 3.14
5.00, 16.12, -177, 3.14
5.00, 16.15, -161, 3.13
5.00, 16.18, -142, 3.13
5.00, 16.21, -120, 3.13
5.00, 16.24, -96, 3.13
5.00, 16.26, -70, 3.13
5.00, 16.29, -43, 3.13
5.00, 16.32, -16, 3.12
5.00, 16.35, 13, 3.12
5.00, 16.38, 39, 3.12
5.00, 16.40, 66, 3.12
5.00, 16.43, 91, 3.12
5.00, 16.46, 113, 3.11
5.00, 16.49, 136, 3.11
5.00, 16.51, 155, 3.10
5.00, 16.54, 171, 3.10
5.00, 16.57, 184, 3.10
5.00, 16.60, 193, 3.10
5.00, 16.63, 198, 3.10
5.00, 16.65, 199, 3.10
5.00, 16.68, 197, 3.10
5.00, 16.71, 191, 3.09
5.00, 16.74, 180, 3.09
5.00, 16.77, 167, 3.09
5.00, 16.79, 150, 3.09
5.00, 16.82, 130, 3.10
5.00, 16.85, 108, 3.09
5.00, 16.88, 83, 3.10
5.00, 16.91, 57, 3.10
5.00, 16.93, 32, 3.10
5.00, 16.96, 4, 3.10
5.00, 16.99, -22, 3.11
5.00, 17.01, -49, 3.11
5.00, 17.04, -76, 3.12
5.00, 17.07, -102, 3.12
5.00, 17.10, -125, 3.12
5.00, 17.13, -146, 3.12
5.00, 17.16, -165, 3.13
5.00, 17.19, -179, 3.13
5.00, 17.22, -191, 3.13
5.00, 17.25, -198, 3.14
5.00, 17.27, -200, 3.14
5.00, 17.30, -199, 3.14
5.00, 17.33, -193, 3.14
5.00, 17.36, -184, 3.14
5.00, 17.39, -170, 3.14
5.00, 17.42, -153, 3.13
5.00, 17.45, -133, 3.13
5.00, 17.48, -109, 3.13
5.00, 17.51, -84, 3.13
5.00, 17.54, -57, 3.13
5.00, 17.56, -30, 3.13
5.00, 17.59, -2, 3.12
5.00, 17.62, 25, 3.12
5.00, 17.64, 51, 3.12
5.00, 17.67, 77, 3.12
5.00, 17.70, 101, 3.11
5.00, 17.73, 124, 3.11
5.00, 17.76, 145, 3.11
5.00, 17.78, 162, 3.10
5.00, 17.81, 177, 3.10
5.00, 17.84, 188, 3.10
5.00, 17.87, 196, 3.10
5.00, 17.90, 199, 3.10
5.00, 17.92, 199, 3.09
5.00, 17.95, 194, 3.09
5.00, 17.98, 186, 3.09
5.00, 18.01, 174, 3.09
5.00, 18.04, 159, 3.09
5.00, 18.06, 141, 3.09
5.00, 18.09, 119, 3.09
5.00, 18.12, 96, 3.09
5.00, 18.15, 71, 3.10
5.00, 18.17, 46, 3.10
5.00, 18.20, 19, 3.10
5.00, 18.23, -8, 3.10
5.00, 18.25, -34, 3.11
5.00, 18.28, -62, 3.11
5.00, 18.31, -88, 3.12
5.00, 18.34, -112, 3.12
5.00, 18.37, -135, 3.12
5.00, 18.40, -156, 3.13
5.00, 18.43, -172, 3.13
5.00, 18.46, -185, 3.13
5.00, 18.49, -194, 3.14
5.00, 18.51, -199, 3.14
5.00, 18.54, -200, 3.14
5.00, 18.57, -197, 3.14
5.00, 18.60, -189, 3.14
5.00, 18.63, -178, 3.14
5.00, 18.66, -163, 3.14
5.00, 18.69, -144, 3.14
5.00, 18.72, -123, 3.13
5.00, 18.75, -98, 3.13
5.00, 18.78, -72, 3.13
5.00, 18.80, -46, 3.13
5.00, 18.83, -18, 3.12
5.00, 18.86, 10, 3.12
5.00, 18.89, 37, 3.12
5.00, 18.91, 63, 3.12
5.00, 18.94, 88, 3.11
5.00, 18.97, 111, 3.11
5.00, 19.00, 133, 3.11
5.00, 19.02, 153, 3.10
5.00, 19.05, 169, 3.10
5.00, 19.08, 183, 3.10
5.00, 19.11, 192, 3.10
5.00, 19.14, 198, 3.10
5.00, 19.17, 199, 3.10
5.00, 19.19, 198, 3.09
5.00, 19.22, 191, 3.09
5.00, 19.25, 182, 3.09
5.00, 19.28, 168, 3.09
5.00, 19.30, 152, 3.09
5.00, 19.33, 131, 3.09
5.00, 19.36, 110, 3.10
5.00, 19.39, 85, 3.10
5.00, 19.42, 59, 3.10
5.00, 19.44, 34, 3.10
5.00, 19.47, 6, 3.11
5.00, 19.50, -19, 3.11
5.00, 19.52, -46, 3.11
5.00, 19.55, -74, 3.12
5.00, 19.58, -98, 3.12
5.00, 19.61, -122, 3.12
5.00, 19.64, -144, 3.12
5.00, 19.67, -163, 3.13
5.00, 19.70, -178, 3.13
5.00, 19.72, -189, 3.14
5.00, 19.75, -197, 3.14
5.00, 19.78, -200, 3.14
5.00, 19.81, -199, 3.14
5.00, 19.84, -194, 3.14
5.00, 19.87, -185, 3.14
5.00, 19.90, -172, 3.14
5.00, 19.93, -155, 3.14
5.00, 19.96, -135, 3.13
5.00, 19.99, -113, 3.13
5.00, 20.02, -87, 3.13
5.00, 20.04, -62, 3.13
5.00, 20.07, -34, 3.12
5.00, 20.10, -6, 3.12
5.00, 20.13, 20, 3.12
5.00, 20.15, 48, 3.12
5.00, 20.18, 74, 3.12
5.00, 20.21, 98, 3.11
5.00, 20.24, 120, 3.11
5.00, 20.26, 141, 3.11
5.00, 20.29, 160, 3.10
5.00, 20.32, 175, 3.10
5.00, 20.35, 187, 3.10
5.00, 20.38, 195, 3.10
5.00, 20.40, 199, 3.10
5.00, 20.43, 199, 3.10
5.00, 20.46, 196, 3.09
5.00, 20.49, 188, 3.09
5.00, 20.52, 177, 3.09
5.00, 20.54, 162, 3.09
5.00, 20.57, 144, 3.10
5.00, 20.60, 123, 3.10
5.00, 20.63, 100, 3.10
5.00, 20.66, 75, 3.10
5.00, 20.68, 49, 3.10
5.00, 20.71, 23, 3.11
5.00, 20.74, -5, 3.11
5.00, 20.76, -31, 3.11
5.00, 20.79, -58, 3.12
5.00, 20.82, -85, 3.12
5.00, 20.85, -109, 3.12
5.00, 20.88, -133, 3.12
5.00, 20.91, -153, 3.13
5.00, 20.94, -170, 3.13
5.00, 20.97, -184, 3.13
5.00, 21.00, -194, 3.14
5.00, 21.02, -199, 3.14
5.00, 21.05, -200, 3.14
5.00, 21.08, -198, 3.14
5.00, 21.11, -191, 3.14
5.00, 21.14, -180, 3.14
5.00, 21.17, -165, 3.14
5.00, 21.20, -147, 3.14
5.00, 21.23, -125, 3.13
5.00, 21.26, -101, 3.13
5.00, 21.29, -75, 3.13
5.00, 21.31, -49, 3.13
5.00, 21.34, -20, 3.13
5.00, 21.37, 7, 3.12
5.00, 21.40, 34, 3.12
5.00, 21.42, 60, 3.12
5.00, 21.45, 84, 3.11
5.00, 21.48, 108, 3.11
5.00, 21.51, 131, 3.11
5.00, 21.53, 151, 3.11
5.00, 21.56, 167, 3.10
5.00, 21.59, 181, 3.10
5.00, 21.62, 191, 3.10
5.00, 21.65, 197, 3.10
5.00, 21.67, 199, 3.09
5.00, 21.70, 198, 3.09
5.00, 21.73, 192, 3.09
5.00, 21.76, 183, 3.09
5.00, 21.79, 171, 3.09
5.00, 21.81, 154, 3.09
5.00, 21.84, 135, 3.09
5.00, 21.87, 113, 3.10
5.00, 21.90, 88, 3.10
5.00, 21.93, 64, 3.10
5.00, 21.95, 37, 3.10
5.00, 21.98, 11, 3.10
5.00, 22.01, -16, 3.11
5.00, 22.03, -44, 3.11
5.00, 22.06, -72, 3.12
5.00, 22.09, -96, 3.12
5.00, 22.12, -120, 3.12
5.00, 22.15, -142, 3.13
5.00, 22.18, -161, 3.13
5.00, 22.21, -177, 3.13
5.00, 22.24, -189, 3.14
5.00, 22.26, -196, 3.14
5.00, 22.29, -200, 3.14
5.00, 22.32, -200, 3.14
5.00, 22.35, -195, 3.14
5.00, 22.38, -186, 3.14
5.00, 22.41, -173, 3.14
5.00, 22.44, -157, 3.14
5.00, 22.47, -137, 3.14
5.00, 22.50, -115, 3.13
5.00, 22.53, -89, 3.13
5.00, 22.55, -64, 3.13
5.00, 22.58, -37, 3.13
5.00, 22.61, -9, 3.12
5.00, 22.64, 18, 3.12
5.00, 22.67, 46, 3.12
5.00, 22.69, 70, 3.12
