Freq,time,motorpath,angle
6.00, 82.10, 116, 3.07
6.00, 82.13, 89, 3.08
6.00, 82.15, 59, 3.08
6.00, 82.18, 26, 3.09
6.00, 82.21, -5, 3.09
6.00, 82.24, -39, 3.10
6.00, 82.26, -71, 3.11
6.00, 82.29, -100, 3.12
6.00, 82.32, -130, 3.12
6.00, 82.35, -154, 3.13
6.00, 82.38, -174, 3.14
6.00, 82.41, -189, 3.15
6.00, 82.44, -198, 3.16
6.00, 82.47, -200, 3.16
6.00, 82.50, -197, 3.16
6.00, 82.53, -188, 3.17
6.00, 82.55, -174, 3.17
6.00, 82.58, -153, 3.16
6.00, 82.61, -128, 3.16
6.00, 82.64, -100, 3.16
6.00, 82.67, -68, 3.15
6.00, 82.70, -35, 3.15
6.00, 82.73, -2, 3.14
6.00, 82.75, 30, 3.14
6.00, 82.78, 62, 3.13
6.00, 82.81, 91, 3.12
6.00, 82.84, 120, 3.11
6.00, 82.86, 145, 3.10
6.00, 82.89, 165, 3.10
6.00, 82.92, 182, 3.09
6.00, 82.95, 193, 3.08
6.00, 82.98, 199, 3.08
6.00, 83.00, 199, 3.07
6.00, 83.03, 193, 3.07
6.00, 83.06, 182, 3.07
6.00, 83.09, 166, 3.07
6.00, 83.12, 145, 3.07
6.00, 83.14, 120, 3.07
6.00, 83.17, 91, 3.07
6.00, 83.20, 61, 3.08
6.00, 83.23, 31, 3.08
6.00, 83.25, -3, 3.09
6.00, 83.28, -34, 3.10
6.00, 83.31, -67, 3.10
6.00, 83.34, -98, 3.12
6.00, 83.36, -126, 3.12
6.00, 83.39, -151, 3.13
6.00, 83.42, -171, 3.14
6.00, 83.45, -187, 3.15
6.00, 83.48, -197, 3.16
6.00, 83.51, -200, 3.16
6.00, 83.54, -198, 3.17
6.00, 83.57, -190, 3.17
6.00, 83.60, -176, 3.17
6.00, 83.63, -156, 3.17
6.00, 83.66, -132, 3.16
6.00, 83.68, -104, 3.16
6.00, 83.71, -72, 3.15
6.00, 83.74, -41, 3.15
6.00, 83.77, -6, 3.14
6.00, 83.80, 26, 3.14
6.00, 83.82, 57, 3.13
6.00, 83.85, 88, 3.12
6.00, 83.88, 115, 3.11
6.00, 83.91, 141, 3.10
6.00, 83.93, 163, 3.10
6.00, 83.96, 180, 3.09
6.00, 83.99, 192, 3.08
6.00, 84.02, 198, 3.08
6.00, 84.05, 199, 3.07
6.00, 84.07, 194, 3.07
6.00, 84.10, 184, 3.07
6.00, 84.13, 169, 3.07
6.00, 84.16, 148, 3.07
6.00, 84.19, 123, 3.07
6.00, 84.21, 97, 3.08
6.00, 84.24, 66, 3.08
6.00, 84.27, 35, 3.08
6.00, 84.30, 2, 3.09
6.00, 84.32, -29, 3.10
6.00, 84.35, -60, 3.10
6.00, 84.38, -92, 3.11
6.00, 84.41, -121, 3.12
6.00, 84.44, -147, 3.13
6.00, 84.46, -168, 3.14
6.00, 84.50, -185, 3.15
6.00, 84.52, -196, 3.15
6.00, 84.55, -200, 3.16
6.00, 84.58, -199, 3.16
6.00, 84.61, -192, 3.17
6.00, 84.64, -179, 3.17
6.00, 84.67, -160, 3.16
6.00, 84.70, -136, 3.16
6.00, 84.73, -109, 3.16
6.00, 84.76, -79, 3.15
6.00, 84.79, -46, 3.15
6.00, 84.81, -14, 3.14
6.00, 84.84, 21, 3.14
6.00, 84.87, 53, 3.13
6.00, 84.89, 83, 3.12
6.00, 84.92, 111, 3.11
6.00, 84.95, 138, 3.10
6.00, 84.98, 160, 3.10
6.00, 85.01, 178, 3.09
6.00, 85.04, 191, 3.08
6.00, 85.06, 198, 3.08
6.00, 85.09, 199, 3.07
6.00, 85.12, 196, 3.07
6.00, 85.15, 186, 3.07
6.00, 85.18, 171, 3.07
6.00, 85.20, 152, 3.07
6.00, 85.23, 127, 3.07
6.00, 85.26, 100, 3.07
6.00, 85.29, 71, 3.08
6.00, 85.31, 38, 3.08
6.00, 85.34, 6, 3.09
6.00, 85.37, -25, 3.10
6.00, 85.39, -58, 3.10
6.00, 85.42, -89, 3.11
6.00, 85.45, -118, 3.12
6.00, 85.48, -144, 3.13
6.00, 85.51, -167, 3.14
6.00, 85.54, -183, 3.15
6.00, 85.57, -195, 3.15
6.00, 85.60, -200, 3.16
6.00, 85.63, -199, 3.16
6.00, 85.65, -193, 3.17
6.00, 85.68, -180, 3.17
6.00, 85.71, -162, 3.17
6.00, 85.74, -140, 3.16
6.00, 85.77, -112, 3.16
6.00, 85.80, -82, 3.16
6.00, 85.83, -49, 3.15
6.00, 85.86, -16, 3.14
6.00, 85.88, 16, 3.13
6.00, 85.91, 49, 3.13
6.00, 85.94, 80, 3.12
6.00, 85.97, 108, 3.11
6.00, 85.99, 135, 3.10
6.00, 86.02, 158, 3.10
6.00, 86.05, 176, 3.09
6.00, 86.08, 189, 3.08
6.00, 86.11, 197, 3.08
6.00, 86.13, 199, 3.08
6.00, 86.16, 196, 3.07
6.00, 86.19, 187, 3.07
6.00, 86.22, 173, 3.07
6.00, 86.25, 154, 3.07
6.00, 86.27, 130, 3.07
6.00, 86.30, 103, 3.08
6.00, 86.33, 73, 3.08
6.00, 86.36, 41, 3.09
6.00, 86.38, 10, 3.09
6.00, 86.41, -22, 3.10
6.00, 86.44, -55, 3.11
6.00, 86.47, -87, 3.11
6.00, 86.50, -117, 3.12
6.00, 86.52, -142, 3.13
6.00, 86.55, -164, 3.14
6.00, 86.58, -182, 3.15
6.00, 86.61, -194, 3.15
6.00, 86.64, -200, 3.16
6.00, 86.67, -200, 3.16
6.00, 86.70, -193, 3.16
6.00, 86.73, -181, 3.16
6.00, 86.76, -163, 3.16
6.00, 86.79, -141, 3.16
6.00, 86.82, -115, 3.16
6.00, 86.85, -84, 3.15
6.00, 86.87, -52, 3.15
6.00, 86.90, -19, 3.14
6.00, 86.93, 15, 3.14
6.00, 86.96, 48, 3.13
6.00, 86.98, 77, 3.12
6.00, 87.01, 106, 3.12
6.00, 87.04, 134, 3.11
6.00, 87.07, 156, 3.10
6.00, 87.10, 175, 3.09
6.00, 87.12, 188, 3.08
6.00, 87.15, 197, 3.08
6.00, 87.18, 199, 3.08
6.00, 87.21, 197, 3.08
6.00, 87.24, 188, 3.07
6.00, 87.26, 174, 3.07
6.00, 87.29, 155, 3.07
6.00, 87.32, 132, 3.07
6.00, 87.35, 105, 3.07
6.00, 87.38, 76, 3.08
6.00, 87.40, 45, 3.08
6.00, 87.43, 11, 3.09
6.00, 87.46, -20, 3.09
6.00, 87.48, -53, 3.10
6.00, 87.51, -85, 3.11
6.00, 87.54, -113, 3.12
6.00, 87.57, -141, 3.13
6.00, 87.60, -164, 3.13
6.00, 87.63, -181, 3.14
6.00, 87.66, -193, 3.15
6.00, 87.69, -200, 3.16
6.00, 87.72, -200, 3.16
6.00, 87.75, -194, 3.17
6.00, 87.77, -182, 3.17
6.00, 87.80, -165, 3.17
6.00, 87.83, -143, 3.16
6.00, 87.86, -116, 3.16
6.00, 87.89, -86, 3.16
6.00, 87.92, -55, 3.15
6.00, 87.95, -22, 3.14
6.00, 87.97, 12, 3.14
6.00, 88.00, 44, 3.13
6.00, 88.03, 76, 3.12
6.00, 88.06, 104, 3.12
6.00, 88.08, 131, 3.11
6.00, 88.11, 155, 3.10
6.00, 88.14, 173, 3.09
6.00, 88.17, 188, 3.08
6.00, 88.20, 196, 3.08
6.00, 88.22, 199, 3.07
6.00, 88.25, 197, 3.07
6.00, 88.28, 189, 3.07
6.00, 88.31, 175, 3.07
6.00, 88.34, 157, 3.07
6.00, 88.37, 133, 3.07
6.00, 88.39, 108, 3.07
6.00, 88.42, 77, 3.08
6.00, 88.45, 46, 3.08
6.00, 88.47, 15, 3.09
6.00, 88.50, -18, 3.10
6.00, 88.53, -50, 3.10
6.00, 88.56, -83, 3.11
6.00, 88.59, -112, 3.12
6.00, 88.61, -138, 3.13
6.00, 88.64, -162, 3.14
6.00, 88.67, -180, 3.14
6.00, 88.70, -193, 3.15
6.00, 88.73, -199, 3.16
6.00, 88.76, -200, 3.16
6.00, 88.79, -194, 3.17
6.00, 88.82, -183, 3.17
6.00, 88.85, -166, 3.17
6.00, 88.88, -144, 3.16
6.00, 88.91, -118, 3.16
6.00, 88.94, -88, 3.15
6.00, 88.96, -56, 3.15
6.00, 88.99, -24, 3.14
6.00, 89.02, 11, 3.14
6.00, 89.05, 43, 3.13
6.00, 89.07, 72, 3.12
6.00, 89.10, 103, 3.11
6.00, 89.13, 129, 3.10
6.00, 89.16, 153, 3.10
6.00, 89.19, 173, 3.09
6.00, 89.21, 186, 3.08
6.00, 89.24, 196, 3.08
6.00, 89.27, 199, 3.07
6.00, 89.30, 197, 3.07
6.00, 89.33, 190, 3.07
6.00, 89.36, 176, 3.07
6.00, 89.38, 159, 3.07
6.00, 89.41, 136, 3.07
6.00, 89.44, 109, 3.07
6.00, 89.47, 80, 3.08
6.00, 89.49, 49, 3.08
6.00, 89.52, 17, 3.09
6.00, 89.55, -14, 3.10
6.00, 89.58, -49, 3.10
6.00, 89.60, -81, 3.11
6.00, 89.63, -110, 3.12
6.00, 89.66, -137, 3.13
6.00, 89.69, -161, 3.14
6.00, 89.72, -179, 3.14
6.00, 89.75, -192, 3.15
6.00, 89.78, -199, 3.16
6.00, 89.81, -200, 3.16
6.00, 89.84, -195, 3.17
6.00, 89.86, -184, 3.17
6.00, 89.89, -168, 3.16
6.00, 89.92, -146, 3.16
6.00, 89.95, -119, 3.16
6.00, 89.98, -91, 3.15
6.00, 90.01, -60, 3.15
6.00, 90.04, -26, 3.14
6.00, 90.06, 7, 3.14
6.00, 90.09, 39, 3.13
6.00, 90.12, 70, 3.12
6.00, 90.14, 98, 3.12
6.00, 90.17, 126, 3.11
6.00, 90.20, 150, 3.10
6.00, 90.23, 170, 3.09
6.00, 90.26, 185, 3.09
6.00, 90.29, 195, 3.08
6.00, 90.31, 199, 3.08
6.00, 90.34, 198, 3.07
6.00, 90.37, 191, 3.07
6.00, 90.40, 179, 3.07
6.00, 90.43, 161, 3.07
6.00, 90.45, 139, 3.07
6.00, 90.48, 114, 3.07
6.00, 90.51, 84, 3.07
6.00, 90.54, 55, 3.08
6.00, 90.56, 22, 3.09
6.00, 90.59, -11, 3.09
6.00, 90.62, -44, 3.10
6.00, 90.65, -76, 3.11
6.00, 90.68, -106, 3.12
6.00, 90.70, -134, 3.13
6.00, 90.73, -157, 3.14
6.00, 90.76, -177, 3.14
6.00, 90.79, -190, 3.15
6.00, 90.82, -199, 3.16
6.00, 90.85, -200, 3.16
6.00, 90.88, -196, 3.17
6.00, 90.91, -186, 3.17
6.00, 90.94, -170, 3.17
6.00, 90.97, -149, 3.16
6.00, 91.00, -124, 3.16
6.00, 91.02, -94, 3.16
6.00, 91.05, -63, 3.15
6.00, 91.08, -32, 3.14
6.00, 91.11, 3, 3.14
6.00, 91.13, 33, 3.13
6.00, 91.16, 65, 3.12
6.00, 91.19, 95, 3.12
6.00, 91.22, 122, 3.11
6.00, 91.24, 147, 3.10
6.00, 91.27, 167, 3.09
6.00, 91.30, 183, 3.08
6.00, 91.33, 194, 3.08
6.00, 91.36, 199, 3.07
6.00, 91.38, 199, 3.07
6.00, 91.41, 193, 3.07
6.00, 91.44, 181, 3.07
6.00, 91.47, 165, 3.07
6.00, 91.50, 143, 3.07
6.00, 91.52, 117, 3.07
6.00, 91.55, 88, 3.08
6.00, 91.58, 58, 3.08
6.00, 91.61, 27, 3.09
6.00, 91.63, -6, 3.09
6.00, 91.66, -38, 3.10
6.00, 91.69, -70, 3.11
6.00, 91.72, -100, 3.12
6.00, 91.75, -129, 3.13
6.00, 91.78, -154, 3.13
6.00, 91.80, -174, 3.14
6.00, 91.83, -189, 3.15
6.00, 91.86, -198, 3.16
6.00, 91.89, -200, 3.16
6.00, 91.92, -197, 3.17
6.00, 91.95, -188, 3.17
6.00, 91.98, -174, 3.16
6.00, 92.01, -154, 3.16
6.00, 92.04, -128, 3.16
6.00, 92.07, -101, 3.16
6.00, 92.10, -68, 3.15
6.00, 92.12, -36, 3.14
6.00, 92.15, -2, 3.14
6.00, 92.18, 30, 3.13
6.00, 92.21, 62, 3.12
6.00, 92.23, 91, 3.12
6.00, 92.26, 119, 3.11
6.00, 92.29, 145, 3.10
6.00, 92.32, 165, 3.09
6.00, 92.34, 182, 3.09
6.00, 92.37, 193, 3.08
6.00, 92.40, 199, 3.08
6.00, 92.43, 199, 3.07
6.00, 92.46, 194, 3.07
6.00, 92.48, 182, 3.07
6.00, 92.51, 166, 3.07
6.00, 92.54, 146, 3.07
6.00, 92.57, 120, 3.07
6.00, 92.60, 92, 3.08
6.00, 92.62, 62, 3.08
6.00, 92.65, 31, 3.08
6.00, 92.68, -2, 3.09
6.00, 92.70, -34, 3.10
6.00, 92.73, -66, 3.10
6.00, 92.76, -98, 3.12
6.00, 92.79, -125, 3.12
6.00, 92.82, -151, 3.13
6.00, 92.85, -172, 3.14
6.00, 92.88, -186, 3.15
6.00, 92.91, -197, 3.15
6.00, 92.93, -200, 3.16
6.00, 92.96, -198, 3.16
6.00, 92.99, -190, 3.16
6.00, 93.02, -176, 3.16
6.00, 93.05, -157, 3.16
6.00, 93.08, -132, 3.16
6.00, 93.11, -104, 3.15
6.00, 93.14, -74, 3.15
6.00, 93.17, -41, 3.15
6.00, 93.19, -7, 3.14
6.00, 93.22, 25, 3.14
6.00, 93.25, 57, 3.13
6.00, 93.28, 87, 3.12
6.00, 93.30, 115, 3.12
6.00, 93.33, 141, 3.10
6.00, 93.36, 163, 3.10
6.00, 93.39, 179, 3.09
6.00, 93.42, 192, 3.09
6.00, 93.44, 198, 3.08
6.00, 93.47, 199, 3.08
6.00, 93.50, 194, 3.07
6.00, 93.53, 184, 3.07
6.00, 93.56, 169, 3.07
6.00, 93.58, 149, 3.07
6.00, 93.61, 123, 3.07
6.00, 93.64, 96, 3.08
6.00, 93.67, 67, 3.08
6.00, 93.69, 36, 3.08
6.00, 93.72, 3, 3.09
6.00, 93.75, -29, 3.10
6.00, 93.77, -61, 3.11
6.00, 93.80, -92, 3.11
6.00, 93.83, -121, 3.12
6.00, 93.86, -146, 3.13
6.00, 93.89, -168, 3.13
6.00, 93.92, -185, 3.14
6.00, 93.95, -195, 3.15
6.00, 93.98, -200, 3.16
6.00, 94.01, -199, 3.16
6.00, 94.04, -192, 3.17
6.00, 94.06, -179, 3.17
6.00, 94.09, -160, 3.17
6.00, 94.12, -137, 3.16
6.00, 94.15, -109, 3.16
6.00, 94.18, -79, 3.16
6.00, 94.21, -47, 3.15
6.00, 94.24, -13, 3.15
6.00, 94.26, 20, 3.14
6.00, 94.29, 52, 3.13
6.00, 94.32, 82, 3.12
6.00, 94.35, 112, 3.11
6.00, 94.37, 137, 3.11
6.00, 94.40, 159, 3.10
6.00, 94.43, 178, 3.09
6.00, 94.46, 190, 3.08
6.00, 94.49, 198, 3.08
6.00, 94.51, 199, 3.07
6.00, 94.54, 195, 3.07
6.00, 94.57, 186, 3.06
6.00, 94.60, 171, 3.06
6.00, 94.63, 152, 3.07
6.00, 94.65, 128, 3.07
6.00, 94.68, 100, 3.07
6.00, 94.71, 70, 3.07
6.00, 94.74, 39, 3.08
6.00, 94.77, 6, 3.09
6.00, 94.79, -24, 3.10
6.00, 94.82, -58, 3.11
6.00, 94.85, -89, 3.11
6.00, 94.88, -118, 3.12
6.00, 94.90, -144, 3.13
6.00, 94.93, -166, 3.14
6.00, 94.96, -183, 3.15
6.00, 94.99, -194, 3.16
6.00, 95.02, -200, 3.16
6.00, 95.05, -199, 3.17
6.00, 95.08, -193, 3.17
6.00, 95.11, -180, 3.17
6.00, 95.14, -163, 3.17
6.00, 95.17, -139, 3.16
6.00, 95.20, -112, 3.16
6.00, 95.22, -82, 3.15
6.00, 95.25, -50, 3.15
6.00, 95.28, -16, 3.14
6.00, 95.31, 16, 3.13
6.00, 95.34, 48, 3.13
6.00, 95.36, 80, 3.12
6.00, 95.39, 107, 3.11
6.00, 95.42, 135, 3.10
6.00, 95.45, 158, 3.09
6.00, 95.47, 176, 3.09
6.00, 95.50, 189, 3.08
6.00, 95.53, 197, 3.08
6.00, 95.56, 199, 3.07
6.00, 95.59, 196, 3.07
6.00, 95.62, 187, 3.07
6.00, 95.64, 173, 3.07
6.00, 95.67, 154, 3.07
6.00, 95.70, 131, 3.07
6.00, 95.73, 104, 3.08
6.00, 95.76, 73, 3.08
6.00, 95.78, 43, 3.08
6.00, 95.81, 10, 3.09
6.00, 95.84, -23, 3.10
6.00, 95.86, -54, 3.10
6.00, 95.89, -87, 3.12
6.00, 95.92, -116, 3.12
6.00, 95.95, -142, 3.13
6.00, 95.98, -165, 3.14
6.00, 96.01, -182, 3.14
6.00, 96.04, -194, 3.15
6.00, 96.07, -200, 3.16
6.00, 96.10, -200, 3.16
6.00, 96.12, -194, 3.16
6.00, 96.15, -181, 3.16
6.00, 96.18, -164, 3.16
6.00, 96.21, -141, 3.16
6.00, 96.24, -115, 3.15
6.00, 96.27, -84, 3.15
6.00, 96.30, -52, 3.15
6.00, 96.33, -20, 3.14
6.00, 96.36, 15, 3.13
6.00, 96.38, 46, 3.13
6.00, 96.41, 78, 3.12
6.00, 96.44, 106, 3.12
6.00, 96.46, 132, 3.10
6.00, 96.49, 156, 3.10
6.00, 96.52, 175, 3.09
6.00, 96.55, 188, 3.09
6.00, 96.58, 197, 3.08
6.00, 96.60, 200, 3.08
6.00, 96.63, 197, 3.08
6.00, 96.66, 188, 3.07
6.00, 96.69, 174, 3.07
6.00, 96.72, 156, 3.07
6.00, 96.75, 132, 3.08
6.00, 96.77, 105, 3.08
6.00, 96.80, 76, 3.08
6.00, 96.83, 44, 3.09
6.00, 96.86, 12, 3.09
6.00, 96.88, -20, 3.10
6.00, 96.91, -53, 3.10
6.00, 96.94, -83, 3.11
6.00, 96.97, -114, 3.12
6.00, 97.00, -140, 3.12
6.00, 97.02, -164, 3.13
6.00, 97.05, -181, 3.14
6.00, 97.08, -193, 3.15
6.00, 97.11, -200, 3.15
6.00, 97.14, -200, 3.16
6.00, 97.17, -194, 3.16
6.00, 97.20, -182, 3.16
6.00, 97.23, -165, 3.16
6.00, 97.26, -143, 3.16
6.00, 97.29, -116, 3.15
6.00, 97.31, -87, 3.15
6.00, 97.34, -54, 3.15
6.00, 97.37, -21, 3.14
6.00, 97.40, 11, 3.14
6.00, 97.43, 44, 3.13
6.00, 97.45, 75, 3.12
6.00, 97.48, 104, 3.11
6.00, 97.51, 131, 3.11
6.00, 97.54, 154, 3.10
6.00, 97.56, 173, 3.09
6.00, 97.59, 187, 3.09
6.00, 97.62, 196, 3.08
6.00, 97.65, 199, 3.08
6.00, 97.68, 197, 3.08
6.00, 97.70, 189, 3.07
6.00, 97.73, 176, 3.07
6.00, 97.76, 157, 3.07
6.00, 97.79, 135, 3.07
6.00, 97.82, 107, 3.07
6.00, 97.85, 78, 3.08
6.00, 97.87, 47, 3.08
6.00, 97.90, 15, 3.09
6.00, 97.93, -17, 3.09
6.00, 97.95, -50, 3.10
6.00, 97.98, -82, 3.11
6.00, 98.01, -112, 3.12
6.00, 98.04, -139, 3.12
6.00, 98.07, -162, 3.14
6.00, 98.10, -180, 3.14
6.00, 98.13, -192, 3.15
6.00, 98.16, -199, 3.16
6.00, 98.19, -200, 3.16
6.00, 98.21, -195, 3.16
6.00, 98.24, -183, 3.16
6.00, 98.27, -166, 3.17
6.00, 98.30, -145, 3.16
6.00, 98.33, -119, 3.16
6.00, 98.36, -88, 3.16
6.00, 98.39, -58, 3.15
6.00, 98.42, -24, 3.14
6.00, 98.44, 10, 3.14
6.00, 98.47, 42, 3.13
6.00, 98.50, 73, 3.12
6.00, 98.53, 102, 3.12
6.00, 98.55, 129, 3.11
6.00, 98.58, 153, 3.10
6.00, 98.61, 173, 3.09
6.00, 98.64, 187, 3.09
6.00, 98.67, 196, 3.08
6.00, 98.69, 199, 3.08
6.00, 98.72, 197, 3.07
6.00, 98.75, 190, 3.07
6.00, 98.78, 177, 3.07
6.00, 98.81, 159, 3.07
6.00, 98.83, 136, 3.07
6.00, 98.86, 110, 3.07
6.00, 98.89, 80, 3.07
6.00, 98.92, 50, 3.08
6.00, 98.95, 16, 3.09
6.00, 98.97, -15, 3.09
6.00, 99.00, -48, 3.10
6.00, 99.03, -80, 3.11
6.00, 99.06, -109, 3.12
6.00, 99.09, -138, 3.13
6.00, 99.11, -161, 3.13
6.00, 99.14, -179, 3.14
6.00, 99.17, -192, 3.15
6.00, 99.20, -199, 3.16
6.00, 99.23, -200, 3.16
6.00, 99.26, -195, 3.17
6.00, 99.29, -184, 3.17
6.00, 99.32, -168, 3.17
6.00, 99.35, -146, 3.16
6.00, 99.38, -120, 3.16
6.00, 99.41, -90, 3.16
6.00, 99.43, -59, 3.15
6.00, 99.46, -27, 3.15
6.00, 99.49, 7, 3.14
6.00, 99.52, 38, 3.13
6.00, 99.54, 70, 3.12
6.00, 99.57, 98, 3.12
6.00, 99.60, 125, 3.11
6.00, 99.62, 149, 3.10
6.00, 99.65, 169, 3.09
6.00, 99.68, 185, 3.08
6.00, 99.71, 195, 3.08
6.00, 99.74, 199, 3.07
6.00, 99.77, 198, 3.07
6.00, 99.79, 191, 3.07
6.00, 99.82, 179, 3.07
6.00, 99.85, 162, 3.07
6.00, 99.88, 140, 3.07
6.00, 99.91, 114, 3.07
6.00, 99.93, 84, 3.08
6.00, 99.96, 54, 3.08
6.00, 99.99, 23, 3.09
6.00, 100.02, -11, 3.09
6.00, 100.04, -44, 3.10
6.00, 100.07, -78, 3.11
6.00, 100.10, -109, 3.12
6.00, 100.13, -137, 3.13
6.00, 100.16, -161, 3.14
6.00, 100.19, -180, 3.15
6.00, 100.22, -193, 3.16
6.00, 100.25, -200, 3.16
6.00, 100.28, -200, 3.17
6.00, 100.31, -193, 3.17
6.00, 100.34, -181, 3.17
6.00, 100.37, -162, 3.17
6.00, 100.40, -138, 3.16
6.00, 100.43, -110, 3.16
6.00, 100.46, -79, 3.16
6.00, 100.49, -44, 3.15
6.00, 100.52, -10, 3.14
6.00, 100.55, 25, 3.13
6.00, 100.58, 57, 3.13
6.00, 100.61, 90, 3.12
6.00, 100.64, 117, 3.11
6.00, 100.66, 144, 3.10
6.00, 100.69, 166, 3.09
6.00, 100.72, 182, 3.09
6.00, 100.75, 194, 3.08
6.00, 100.78, 199, 3.08
6.00, 100.81, 198, 3.07
6.00, 100.84, 192, 3.07
6.00, 100.87, 178, 3.07
6.00, 100.90, 161, 3.07
6.00, 100.93, 138, 3.07
6.00, 100.96, 110, 3.08
6.00, 100.98, 81, 3.08
6.00, 101.01, 48, 3.09
6.00, 101.04, 15, 3.09
6.00, 101.07, -19, 3.10
6.00, 101.10, -53, 3.11
6.00, 101.13, -86, 3.12
6.00, 101.16, -116, 3.12
6.00, 101.19, -143, 3.13
6.00, 101.22, -167, 3.14
6.00, 101.25, -184, 3.15
6.00, 101.28, -195, 3.16
6.00, 101.31, -200, 3.16
6.00, 101.34, -199, 3.16
6.00, 101.37, -191, 3.17
6.00, 101.40, -176, 3.17
6.00, 101.43, -157, 3.16
6.00, 101.46, -133, 3.16
6.00, 101.49, -102, 3.16
6.00, 101.52, -70, 3.15
6.00, 101.55, -35, 3.15
6.00, 101.58, -2, 3.14
6.00, 101.61, 33, 3.13
6.00, 101.63, 65, 3.13
6.00, 101.66, 95, 3.12
6.00, 101.69, 124, 3.11
6.00, 101.72, 149, 3.10
6.00, 101.75, 170, 3.09
6.00, 101.78, 185, 3.09
6.00, 101.81, 196, 3.08
6.00, 101.83, 199, 3.07
6.00, 101.86, 197, 3.07
6.00, 101.89, 189, 3.07
6.00, 101.92, 176, 3.07
6.00, 101.95, 156, 3.07
6.00, 101.98, 132, 3.07
6.00, 102.01, 104, 3.07
6.00, 102.04, 73, 3.08
6.00, 102.07, 40, 3.09
6.00, 102.09, 8, 3.09
6.00, 102.12, -25, 3.10
6.00, 102.15, -60, 3.11
6.00, 102.18, -91, 3.12
6.00, 102.21, -121, 3.12
6.00, 102.24, -148, 3.13
6.00, 102.27, -170, 3.14
6.00, 102.30, -186, 3.15
6.00, 102.33, -197, 3.16
6.00, 102.36, -200, 3.17
6.00, 102.39, -198, 3.17
6.00, 102.42, -189, 3.17
6.00, 102.45, -174, 3.17
6.00, 102.48, -153, 3.17
6.00, 102.51, -127, 3.16
6.00, 102.54, -96, 3.16
6.00, 102.57, -65, 3.15
6.00, 102.60, -31, 3.15
6.00, 102.63, 4, 3.14
6.00, 102.66, 36, 3.13
6.00, 102.68, 68, 3.12
6.00, 102.71, 99, 3.11
6.00, 102.74, 126, 3.11
6.00, 102.77, 151, 3.10
6.00, 102.80, 172, 3.09
6.00, 102.83, 187, 3.08
6.00, 102.86, 196, 3.08
6.00, 102.89, 199, 3.07
6.00, 102.91, 197, 3.07
6.00, 102.94, 188, 3.07
6.00, 102.97, 174, 3.07
6.00, 103.00, 153, 3.07
6.00, 103.03, 130, 3.07
6.00, 103.06, 101, 3.08
6.00, 103.09, 69, 3.08
6.00, 103.12, 38, 3.09
6.00, 103.15, 3, 3.09
6.00, 103.17, -29, 3.10
6.00, 103.20, -63, 3.11
6.00, 103.23, -95, 3.12
6.00, 103.26, -124, 3.13
6.00, 103.29, -150, 3.13
6.00, 103.32, -172, 3.14
6.00, 103.35, -188, 3.15
6.00, 103.38, -197, 3.16
6.00, 103.41, -200, 3.16
6.00, 103.44, -197, 3.17
6.00, 103.47, -187, 3.17
6.00, 103.50, -172, 3.16
6.00, 103.53, -150, 3.16
6.00, 103.56, -124, 3.16
6.00, 103.59, -95, 3.15
6.00, 103.62, -61, 3.15
6.00, 103.65, -27, 3.14
6.00, 103.68, 8, 3.14
6.00, 103.71, 39, 3.13
6.00, 103.73, 73, 3.12
6.00, 103.76, 102, 3.11
6.00, 103.79, 130, 3.10
6.00, 103.82, 155, 3.09
6.00, 103.85, 174, 3.09
6.00, 103.88, 189, 3.08
6.00, 103.91, 197, 3.08
6.00, 103.94, 199, 3.07
6.00, 103.97, 196, 3.07
6.00, 104.00, 186, 3.07
6.00, 104.02, 171, 3.07
6.00, 104.05, 151, 3.07
6.00, 104.08, 125, 3.07
6.00, 104.11, 96, 3.08
6.00, 104.14, 66, 3.08
6.00, 104.17, 33, 3.09
6.00, 104.20, -2, 3.09
6.00, 104.22, -34, 3.10
6.00, 104.25, -67, 3.11
6.00, 104.28, -100, 3.12
6.00, 104.31, -129, 3.12
6.00, 104.34, -155, 3.14
6.00, 104.37, -175, 3.14
6.00, 104.40, -190, 3.15
6.00, 104.43, -198, 3.16
6.00, 104.46, -200, 3.16
6.00, 104.49, -196, 3.17
6.00, 104.52, -185, 3.17
6.00, 104.55, -168, 3.16
6.00, 104.58, -146, 3.16
6.00, 104.61, -119, 3.16
6.00, 104.64, -88, 3.15
6.00, 104.67, -55, 3.15
6.00, 104.70, -22, 3.14
6.00, 104.73, 14, 3.14
6.00, 104.76, 47, 3.13
6.00, 104.79, 78, 3.12
6.00, 104.82, 109, 3.11
6.00, 104.84, 136, 3.10
6.00, 104.87, 160, 3.10
6.00, 104.90, 178, 3.09
6.00, 104.93, 191, 3.08
6.00, 104.96, 198, 3.08
6.00, 104.99, 199, 3.07
6.00, 105.02, 194, 3.07
6.00, 105.05, 183, 3.07
6.00, 105.08, 167, 3.07
6.00, 105.11, 145, 3.07
6.00, 105.14, 119, 3.07
6.00, 105.16, 90, 3.08
6.00, 105.19, 58, 3.08
6.00, 105.22, 25, 3.09
6.00, 105.25, -7, 3.09
6.00, 105.28, -42, 3.10
6.00, 105.31, -75, 3.11
6.00, 105.34, -106, 3.12
6.00, 105.37, -135, 3.13
6.00, 105.40, -160, 3.14
6.00, 105.43, -178, 3.14
6.00, 105.46, -192, 3.15
