Freq,time,motorpath,angle
8.00, 	11.69, 	-132, 	3.19
8.00, 	11.72, 	-94, 	3.19
8.00, 	11.75, 	-53, 	3.19
8.00, 	11.78, 	-8, 	3.19
8.00, 	11.81, 	39, 	3.18
8.00, 	11.84, 	85, 	3.17
8.00, 	11.87, 	127, 	3.16
8.00, 	11.90, 	158, 	3.15
8.00, 	11.92, 	176, 	3.14
8.00, 	11.94, 	192, 	3.13
8.00, 	11.97, 	199, 	3.11
8.00, 	12.00, 	197, 	3.09
8.00, 	12.03, 	185, 	3.08
8.00, 	12.05, 	164, 	3.07
8.00, 	12.08, 	133, 	3.06
8.00, 	12.11, 	97, 	3.06
8.00, 	12.14, 	59, 	3.05
8.00, 	12.16, 	15, 	3.06
8.00, 	12.19, 	-31, 	3.07
8.00, 	12.22, 	-77, 	3.08
8.00, 	12.25, 	-120, 	3.09
8.00, 	12.28, 	-154, 	3.09
8.00, 	12.30, 	-174, 	3.10
8.00, 	12.33, 	-192, 	3.12
8.00, 	12.36, 	-200, 	3.14
8.00, 	12.39, 	-197, 	3.15
8.00, 	12.42, 	-183, 	3.17
8.00, 	12.45, 	-160, 	3.18
8.00, 	12.48, 	-128, 	3.19
8.00, 	12.51, 	-89, 	3.19
8.00, 	12.54, 	-47, 	3.19
8.00, 	12.57, 	-3, 	3.18
8.00, 	12.59, 	43, 	3.18
8.00, 	12.63, 	90, 	3.17
8.00, 	12.66, 	131, 	3.16
8.00, 	12.68, 	160, 	3.15
8.00, 	12.70, 	177, 	3.14
8.00, 	12.73, 	193, 	3.12
8.00, 	12.76, 	199, 	3.11
8.00, 	12.79, 	196, 	3.09
8.00, 	12.82, 	182, 	3.08
8.00, 	12.84, 	160, 	3.07
8.00, 	12.87, 	129, 	3.06
8.00, 	12.90, 	92, 	3.06
8.00, 	12.93, 	52, 	3.06
8.00, 	12.95, 	8, 	3.06
8.00, 	12.98, 	-37, 	3.07
8.00, 	13.01, 	-83, 	3.08
8.00, 	13.04, 	-125, 	3.08
8.00, 	13.07, 	-156, 	3.09
8.00, 	13.09, 	-177, 	3.10
8.00, 	13.12, 	-194, 	3.12
8.00, 	13.15, 	-200, 	3.14
8.00, 	13.18, 	-196, 	3.15
8.00, 	13.21, 	-181, 	3.17
8.00, 	13.24, 	-157, 	3.18
8.00, 	13.27, 	-125, 	3.19
8.00, 	13.30, 	-84, 	3.19
8.00, 	13.33, 	-43, 	3.19
8.00, 	13.35, 	3, 	3.19
8.00, 	13.38, 	51, 	3.18
8.00, 	13.41, 	96, 	3.17
8.00, 	13.45, 	135, 	3.16
8.00, 	13.47, 	164, 	3.15
8.00, 	13.49, 	179, 	3.14
8.00, 	13.52, 	194, 	3.12
8.00, 	13.55, 	199, 	3.11
8.00, 	13.57, 	195, 	3.09
8.00, 	13.60, 	181, 	3.08
8.00, 	13.63, 	158, 	3.07
8.00, 	13.66, 	127, 	3.06
8.00, 	13.69, 	88, 	3.06
8.00, 	13.71, 	49, 	3.06
8.00, 	13.74, 	5, 	3.06
8.00, 	13.77, 	-41, 	3.07
8.00, 	13.80, 	-86, 	3.07
8.00, 	13.83, 	-127, 	3.08
8.00, 	13.86, 	-157, 	3.09
8.00, 	13.88, 	-178, 	3.10
8.00, 	13.91, 	-194, 	3.12
8.00, 	13.94, 	-200, 	3.13
8.00, 	13.97, 	-196, 	3.15
8.00, 	14.00, 	-181, 	3.17
8.00, 	14.03, 	-155, 	3.18
8.00, 	14.05, 	-123, 	3.19
8.00, 	14.09, 	-82, 	3.19
8.00, 	14.11, 	-39, 	3.19
8.00, 	14.14, 	6, 	3.19
8.00, 	14.17, 	53, 	3.18
8.00, 	14.20, 	99, 	3.17
8.00, 	14.23, 	138, 	3.16
8.00, 	14.26, 	164, 	3.15
8.00, 	14.28, 	180, 	3.14
8.00, 	14.30, 	194, 	3.12
8.00, 	14.33, 	199, 	3.11
8.00, 	14.36, 	194, 	3.09
8.00, 	14.39, 	180, 	3.08
8.00, 	14.42, 	156, 	3.07
8.00, 	14.45, 	124, 	3.06
8.00, 	14.47, 	86, 	3.06
8.00, 	14.50, 	45, 	3.06
8.00, 	14.53, 	2, 	3.06
8.00, 	14.56, 	-42, 	3.07
8.00, 	14.59, 	-87, 	3.08
8.00, 	14.62, 	-128, 	3.09
8.00, 	14.64, 	-158, 	3.09
8.00, 	14.67, 	-179, 	3.11
8.00, 	14.70, 	-195, 	3.12
8.00, 	14.73, 	-200, 	3.14
8.00, 	14.76, 	-195, 	3.16
8.00, 	14.78, 	-180, 	3.17
8.00, 	14.81, 	-153, 	3.18
8.00, 	14.84, 	-119, 	3.19
8.00, 	14.87, 	-78, 	3.19
8.00, 	14.90, 	-36, 	3.19
8.00, 	14.93, 	8, 	3.18
8.00, 	14.96, 	55, 	3.18
8.00, 	14.99, 	100, 	3.17
8.00, 	15.02, 	138, 	3.16
8.00, 	15.04, 	165, 	3.15
8.00, 	15.07, 	181, 	3.14
8.00, 	15.09, 	196, 	3.12
8.00, 	15.12, 	199, 	3.10
8.00, 	15.15, 	193, 	3.09
8.00, 	15.18, 	178, 	3.08
8.00, 	15.21, 	153, 	3.07
8.00, 	15.23, 	121, 	3.06
8.00, 	15.26, 	82, 	3.06
8.00, 	15.29, 	41, 	3.06
8.00, 	15.32, 	-2, 	3.06
8.00, 	15.35, 	-48, 	3.07
8.00, 	15.38, 	-92, 	3.08
8.00, 	15.40, 	-131, 	3.09
8.00, 	15.43, 	-160, 	3.10
8.00, 	15.46, 	-182, 	3.11
8.00, 	15.49, 	-197, 	3.13
8.00, 	15.52, 	-200, 	3.14
8.00, 	15.54, 	-193, 	3.16
8.00, 	15.57, 	-176, 	3.17
8.00, 	15.60, 	-148, 	3.18
8.00, 	15.63, 	-115, 	3.19
8.00, 	15.66, 	-74, 	3.19
8.00, 	15.69, 	-29, 	3.19
8.00, 	15.72, 	17, 	3.18
8.00, 	15.75, 	65, 	3.17
8.00, 	15.78, 	111, 	3.16
8.00, 	15.81, 	147, 	3.15
8.00, 	15.84, 	170, 	3.15
8.00, 	15.86, 	185, 	3.14
8.00, 	15.88, 	197, 	3.12
8.00, 	15.91, 	199, 	3.10
8.00, 	15.94, 	191, 	3.09
8.00, 	15.97, 	174, 	3.08
8.00, 	16.00, 	148, 	3.07
8.00, 	16.03, 	113, 	3.06
8.00, 	16.05, 	75, 	3.06
8.00, 	16.08, 	32, 	3.06
8.00, 	16.11, 	-14, 	3.06
8.00, 	16.14, 	-59, 	3.07
8.00, 	16.17, 	-103, 	3.08
8.00, 	16.20, 	-141, 	3.09
8.00, 	16.22, 	-166, 	3.10
8.00, 	16.25, 	-187, 	3.11
8.00, 	16.28, 	-199, 	3.13
8.00, 	16.31, 	-200, 	3.14
8.00, 	16.34, 	-190, 	3.16
8.00, 	16.37, 	-170, 	3.17
8.00, 	16.40, 	-142, 	3.18
8.00, 	16.42, 	-105, 	3.19
8.00, 	16.45, 	-62, 	3.19
8.00, 	16.48, 	-19, 	3.19
8.00, 	16.51, 	28, 	3.18
8.00, 	16.54, 	75, 	3.17
8.00, 	16.57, 	118, 	3.16
8.00, 	16.60, 	151, 	3.15
8.00, 	16.62, 	173, 	3.15
8.00, 	16.65, 	188, 	3.13
8.00, 	16.68, 	198, 	3.11
8.00, 	16.70, 	198, 	3.10
8.00, 	16.73, 	188, 	3.08
8.00, 	16.76, 	168, 	3.07
8.00, 	16.79, 	141, 	3.06
8.00, 	16.82, 	104, 	3.06
8.00, 	16.85, 	64, 	3.06
8.00, 	16.87, 	22, 	3.06
8.00, 	16.90, 	-23, 	3.06
8.00, 	16.93, 	-69, 	3.07
8.00, 	16.96, 	-112, 	3.08
8.00, 	16.99, 	-146, 	3.09
8.00, 	17.01, 	-171, 	3.10
8.00, 	17.04, 	-190, 	3.12
8.00, 	17.07, 	-200, 	3.13
8.00, 	17.10, 	-198, 	3.15
8.00, 	17.13, 	-187, 	3.16
8.00, 	17.16, 	-164, 	3.18
8.00, 	17.19, 	-133, 	3.19
8.00, 	17.22, 	-94, 	3.19
8.00, 	17.24, 	-54, 	3.19
8.00, 	17.27, 	-8, 	3.19
8.00, 	17.30, 	40, 	3.18
8.00, 	17.34, 	87, 	3.17
8.00, 	17.37, 	128, 	3.16
8.00, 	17.39, 	159, 	3.15
8.00, 	17.41, 	177, 	3.14
8.00, 	17.44, 	191, 	3.13
8.00, 	17.47, 	199, 	3.11
8.00, 	17.49, 	197, 	3.09
8.00, 	17.52, 	185, 	3.08
8.00, 	17.55, 	164, 	3.07
8.00, 	17.58, 	134, 	3.06
8.00, 	17.61, 	97, 	3.06
8.00, 	17.63, 	58, 	3.06
8.00, 	17.66, 	16, 	3.06
8.00, 	17.69, 	-30, 	3.07
8.00, 	17.72, 	-75, 	3.07
8.00, 	17.75, 	-117, 	3.08
8.00, 	17.78, 	-151, 	3.09
8.00, 	17.80, 	-174, 	3.10
8.00, 	17.83, 	-192, 	3.12
8.00, 	17.86, 	-200, 	3.14
8.00, 	17.89, 	-197, 	3.15
8.00, 	17.92, 	-184, 	3.17
8.00, 	17.95, 	-160, 	3.18
8.00, 	17.98, 	-129, 	3.19
8.00, 	18.01, 	-89, 	3.19
8.00, 	18.04, 	-47, 	3.19
8.00, 	18.06, 	-4, 	3.19
8.00, 	18.09, 	42, 	3.18
8.00, 	18.12, 	89, 	3.17
8.00, 	18.15, 	129, 	3.16
8.00, 	18.18, 	158, 	3.15
8.00, 	18.20, 	177, 	3.14
8.00, 	18.23, 	193, 	3.12
8.00, 	18.26, 	199, 	3.11
8.00, 	18.29, 	196, 	3.09
8.00, 	18.31, 	183, 	3.08
8.00, 	18.34, 	159, 	3.07
8.00, 	18.37, 	130, 	3.06
8.00, 	18.40, 	93, 	3.06
8.00, 	18.42, 	51, 	3.06
8.00, 	18.45, 	9, 	3.06
8.00, 	18.48, 	-36, 	3.07
8.00, 	18.51, 	-82, 	3.08
8.00, 	18.54, 	-123, 	3.08
8.00, 	18.57, 	-155, 	3.09
8.00, 	18.59, 	-176, 	3.10
8.00, 	18.62, 	-193, 	3.12
8.00, 	18.65, 	-200, 	3.14
8.00, 	18.68, 	-196, 	3.15
8.00, 	18.71, 	-182, 	3.17
8.00, 	18.74, 	-157, 	3.18
8.00, 	18.77, 	-124, 	3.19
8.00, 	18.79, 	-86, 	3.19
8.00, 	18.82, 	-43, 	3.19
8.00, 	18.85, 	3, 	3.18
8.00, 	18.88, 	51, 	3.17
8.00, 	18.91, 	97, 	3.17
8.00, 	18.94, 	137, 	3.16
8.00, 	18.97, 	165, 	3.15
8.00, 	18.99, 	180, 	3.14
8.00, 	19.02, 	194, 	3.12
8.00, 	19.04, 	199, 	3.11
8.00, 	19.07, 	195, 	3.09
8.00, 	19.10, 	181, 	3.08
8.00, 	19.13, 	159, 	3.07
8.00, 	19.16, 	127, 	3.07
8.00, 	19.18, 	89, 	3.06
8.00, 	19.21, 	49, 	3.06
8.00, 	19.24, 	6, 	3.06
8.00, 	19.27, 	-40, 	3.07
8.00, 	19.30, 	-85, 	3.08
8.00, 	19.33, 	-126, 	3.08
8.00, 	19.35, 	-156, 	3.09
8.00, 	19.38, 	-177, 	3.10
8.00, 	19.41, 	-195, 	3.12
8.00, 	19.44, 	-200, 	3.14
8.00, 	19.47, 	-196, 	3.15
8.00, 	19.49, 	-180, 	3.17
8.00, 	19.52, 	-156, 	3.18
8.00, 	19.55, 	-122, 	3.19
8.00, 	19.58, 	-83, 	3.19
8.00, 	19.61, 	-39, 	3.19
8.00, 	19.64, 	6, 	3.18
8.00, 	19.67, 	53, 	3.18
8.00, 	19.70, 	100, 	3.17
8.00, 	19.73, 	139, 	3.16
8.00, 	19.76, 	165, 	3.15
8.00, 	19.78, 	180, 	3.14
8.00, 	19.80, 	195, 	3.12
8.00, 	19.83, 	199, 	3.11
8.00, 	19.86, 	195, 	3.09
8.00, 	19.89, 	179, 	3.08
8.00, 	19.92, 	155, 	3.07
8.00, 	19.94, 	124, 	3.06
8.00, 	19.97, 	86, 	3.06
8.00, 	20.00, 	43, 	3.06
8.00, 	20.03, 	1, 	3.06
8.00, 	20.06, 	-46, 	3.07
8.00, 	20.09, 	-92, 	3.08
8.00, 	20.12, 	-132, 	3.09
8.00, 	20.14, 	-161, 	3.09
8.00, 	20.17, 	-180, 	3.10
8.00, 	20.20, 	-195, 	3.12
8.00, 	20.23, 	-200, 	3.14
8.00, 	20.25, 	-195, 	3.15
8.00, 	20.28, 	-179, 	3.17
8.00, 	20.31, 	-153, 	3.18
8.00, 	20.34, 	-118, 	3.19
8.00, 	20.37, 	-79, 	3.19
8.00, 	20.40, 	-35, 	3.19
8.00, 	20.43, 	12, 	3.18
8.00, 	20.46, 	59, 	3.18
8.00, 	20.49, 	105, 	3.16
8.00, 	20.52, 	143, 	3.16
8.00, 	20.55, 	168, 	3.15
8.00, 	20.57, 	183, 	3.14
8.00, 	20.59, 	196, 	3.12
8.00, 	20.62, 	199, 	3.10
8.00, 	20.65, 	193, 	3.09
8.00, 	20.68, 	176, 	3.08
8.00, 	20.71, 	152, 	3.07
8.00, 	20.73, 	118, 	3.06
8.00, 	20.76, 	79, 	3.06
8.00, 	20.79, 	39, 	3.06
8.00, 	20.82, 	-5, 	3.06
8.00, 	20.85, 	-51, 	3.07
8.00, 	20.87, 	-96, 	3.08
8.00, 	20.91, 	-135, 	3.09
8.00, 	20.93, 	-162, 	3.09
8.00, 	20.96, 	-183, 	3.11
8.00, 	20.99, 	-197, 	3.13
8.00, 	21.02, 	-200, 	3.14
8.00, 	21.04, 	-193, 	3.16
8.00, 	21.07, 	-174, 	3.17
8.00, 	21.10, 	-147, 	3.18
8.00, 	21.13, 	-112, 	3.19
8.00, 	21.16, 	-71, 	3.19
8.00, 	21.19, 	-27, 	3.19
8.00, 	21.22, 	19, 	3.18
8.00, 	21.25, 	67, 	3.17
8.00, 	21.28, 	113, 	3.16
8.00, 	21.31, 	148, 	3.16
8.00, 	21.33, 	171, 	3.15
8.00, 	21.35, 	185, 	3.14
8.00, 	21.38, 	197, 	3.12
8.00, 	21.41, 	199, 	3.10
8.00, 	21.44, 	191, 	3.09
8.00, 	21.47, 	172, 	3.07
8.00, 	21.50, 	146, 	3.07
8.00, 	21.52, 	113, 	3.06
8.00, 	21.55, 	72, 	3.06
8.00, 	21.58, 	29, 	3.06
8.00, 	21.61, 	-14, 	3.06
8.00, 	21.64, 	-60, 	3.07
8.00, 	21.67, 	-105, 	3.08
8.00, 	21.70, 	-141, 	3.09
8.00, 	21.72, 	-167, 	3.09
8.00, 	21.75, 	-188, 	3.11
8.00, 	21.78, 	-199, 	3.13
8.00, 	21.81, 	-199, 	3.14
8.00, 	21.84, 	-189, 	3.16
8.00, 	21.87, 	-169, 	3.18
8.00, 	21.90, 	-140, 	3.18
8.00, 	21.92, 	-103, 	3.19
8.00, 	21.95, 	-59, 	3.19
8.00, 	21.98, 	-15, 	3.19
8.00, 	22.01, 	33, 	3.18
8.00, 	22.04, 	82, 	3.17
8.00, 	22.08, 	124, 	3.16
8.00, 	22.10, 	157, 	3.15
8.00, 	22.13, 	176, 	3.14
8.00, 	22.15, 	190, 	3.13
8.00, 	22.18, 	199, 	3.11
8.00, 	22.20, 	198, 	3.10
8.00, 	22.23, 	187, 	3.08
8.00, 	22.26, 	166, 	3.07
8.00, 	22.29, 	138, 	3.06
8.00, 	22.32, 	103, 	3.06
8.00, 	22.35, 	61, 	3.06
8.00, 	22.37, 	18, 	3.06
8.00, 	22.40, 	-28, 	3.07
8.00, 	22.43, 	-76, 	3.08
8.00, 	22.46, 	-119, 	3.08
8.00, 	22.49, 	-152, 	3.09
8.00, 	22.51, 	-173, 	3.10
8.00, 	22.54, 	-191, 	3.12
8.00, 	22.57, 	-200, 	3.13
8.00, 	22.60, 	-198, 	3.15
8.00, 	22.63, 	-185, 	3.16
8.00, 	22.66, 	-162, 	3.18
8.00, 	22.69, 	-131, 	3.18
8.00, 	22.72, 	-94, 	3.19
8.00, 	22.74, 	-50, 	3.19
8.00, 	22.77, 	-5, 	3.19
8.00, 	22.80, 	41, 	3.18
8.00, 	22.83, 	88, 	3.17
8.00, 	22.86, 	129, 	3.16
8.00, 	22.89, 	160, 	3.15
8.00, 	22.91, 	177, 	3.14
8.00, 	22.94, 	192, 	3.13
8.00, 	22.97, 	199, 	3.11
8.00, 	22.99, 	196, 	3.09
8.00, 	23.02, 	184, 	3.08
8.00, 	23.05, 	163, 	3.07
8.00, 	23.08, 	132, 	3.06
8.00, 	23.11, 	95, 	3.06
8.00, 	23.13, 	55, 	3.06
8.00, 	23.16, 	13, 	3.06
8.00, 	23.19, 	-30, 	3.07
8.00, 	23.22, 	-75, 	3.07
8.00, 	23.25, 	-117, 	3.08
8.00, 	23.28, 	-150, 	3.09
8.00, 	23.30, 	-175, 	3.10
8.00, 	23.33, 	-193, 	3.12
8.00, 	23.36, 	-200, 	3.14
8.00, 	23.39, 	-197, 	3.16
8.00, 	23.42, 	-183, 	3.17
8.00, 	23.45, 	-159, 	3.18
8.00, 	23.48, 	-126, 	3.19
8.00, 	23.51, 	-87, 	3.19
8.00, 	23.54, 	-43, 	3.19
8.00, 	23.56, 	1, 	3.19
8.50, 	0.00, 	0, 	3.18
8.50, 	0.02, 	33, 	3.17
8.50, 	0.05, 	76, 	3.15
8.50, 	0.07, 	116, 	3.15
8.50, 	0.10, 	149, 	3.14
8.50, 	0.13, 	175, 	3.12
8.50, 	0.15, 	193, 	3.11
8.50, 	0.18, 	199, 	3.10
8.50, 	0.21, 	196, 	3.08
8.50, 	0.23, 	182, 	3.07
8.50, 	0.26, 	159, 	3.06
8.50, 	0.29, 	126, 	3.06
8.50, 	0.32, 	89, 	3.06
8.50, 	0.34, 	46, 	3.06
8.50, 	0.37, 	0, 	3.06
8.50, 	0.40, 	-47, 	3.07
8.50, 	0.43, 	-93, 	3.08
8.50, 	0.46, 	-133, 	3.09
8.50, 	0.48, 	-162, 	3.10
8.50, 	0.50, 	-182, 	3.11
8.50, 	0.53, 	-197, 	3.13
8.50, 	0.56, 	-200, 	3.15
8.50, 	0.59, 	-193, 	3.16
8.50, 	0.61, 	-175, 	3.18
8.50, 	0.64, 	-146, 	3.19
8.50, 	0.67, 	-109, 	3.20
8.50, 	0.70, 	-68, 	3.20
8.50, 	0.73, 	-23, 	3.20
8.50, 	0.76, 	26, 	3.19
8.50, 	0.78, 	74, 	3.18
8.50, 	0.81, 	118, 	3.17
8.50, 	0.84, 	153, 	3.16
8.50, 	0.86, 	174, 	3.15
8.50, 	0.89, 	190, 	3.13
8.50, 	0.91, 	199, 	3.11
8.50, 	0.94, 	197, 	3.09
8.50, 	0.97, 	186, 	3.08
8.50, 	0.99, 	164, 	3.06
8.50, 	1.02, 	134, 	3.05
8.50, 	1.05, 	97, 	3.04
8.50, 	1.08, 	56, 	3.04
8.50, 	1.10, 	13, 	3.04
8.50, 	1.13, 	-31, 	3.05
8.50, 	1.15, 	-77, 	3.06
8.50, 	1.18, 	-120, 	3.07
8.50, 	1.21, 	-152, 	3.08
8.50, 	1.24, 	-178, 	3.10
8.50, 	1.27, 	-195, 	3.12
8.50, 	1.29, 	-200, 	3.14
8.50, 	1.32, 	-195, 	3.16
8.50, 	1.35, 	-178, 	3.18
8.50, 	1.38, 	-152, 	3.20
8.50, 	1.41, 	-116, 	3.21
8.50, 	1.43, 	-74, 	3.22
8.50, 	1.46, 	-32, 	3.22
8.50, 	1.49, 	16, 	3.21
8.50, 	1.52, 	64, 	3.20
8.50, 	1.55, 	110, 	3.18
8.50, 	1.58, 	147, 	3.17
8.50, 	1.60, 	170, 	3.16
8.50, 	1.62, 	187, 	3.14
8.50, 	1.65, 	198, 	3.11
8.50, 	1.67, 	198, 	3.09
8.50, 	1.70, 	189, 	3.07
8.50, 	1.73, 	169, 	3.06
8.50, 	1.76, 	140, 	3.04
8.50, 	1.78, 	105, 	3.04
8.50, 	1.81, 	63, 	3.03
8.50, 	1.84, 	20, 	3.04
8.50, 	1.86, 	-28, 	3.04
8.50, 	1.89, 	-75, 	3.06
8.50, 	1.92, 	-118, 	3.07
8.50, 	1.95, 	-152, 	3.08
8.50, 	1.97, 	-174, 	3.09
8.50, 	2.00, 	-193, 	3.12
8.50, 	2.03, 	-200, 	3.14
8.50, 	2.06, 	-197, 	3.16
8.50, 	2.08, 	-181, 	3.18
8.50, 	2.11, 	-157, 	3.20
8.50, 	2.14, 	-122, 	3.22
8.50, 	2.17, 	-81, 	3.22
8.50, 	2.20, 	-37, 	3.22
8.50, 	2.22, 	9, 	3.21
8.50, 	2.25, 	57, 	3.20
8.50, 	2.28, 	102, 	3.18
8.50, 	2.31, 	141, 	3.17
8.50, 	2.33, 	167, 	3.16
8.50, 	2.35, 	183, 	3.14
8.50, 	2.38, 	197, 	3.12
8.50, 	2.41, 	199, 	3.09
8.50, 	2.44, 	191, 	3.07
8.50, 	2.46, 	173, 	3.06
8.50, 	2.49, 	147, 	3.04
8.50, 	2.52, 	112, 	3.03
8.50, 	2.54, 	70, 	3.03
8.50, 	2.57, 	29, 	3.03
8.50, 	2.60, 	-17, 	3.04
8.50, 	2.62, 	-62, 	3.05
8.50, 	2.65, 	-107, 	3.06
8.50, 	2.68, 	-144, 	3.07
8.50, 	2.71, 	-170, 	3.09
8.50, 	2.73, 	-191, 	3.11
8.50, 	2.76, 	-200, 	3.14
8.50, 	2.79, 	-198, 	3.16
8.50, 	2.82, 	-185, 	3.19
8.50, 	2.85, 	-161, 	3.21
8.50, 	2.88, 	-129, 	3.22
8.50, 	2.90, 	-89, 	3.22
8.50, 	2.93, 	-44, 	3.23
8.50, 	2.96, 	2, 	3.22
8.50, 	2.99, 	50, 	3.20
8.50, 	3.02, 	97, 	3.19
8.50, 	3.04, 	136, 	3.18
8.50, 	3.07, 	164, 	3.16
8.50, 	3.09, 	179, 	3.14
8.50, 	3.11, 	194, 	3.12
8.50, 	3.14, 	199, 	3.10
8.50, 	3.17, 	194, 	3.08
8.50, 	3.20, 	178, 	3.06
8.50, 	3.22, 	154, 	3.04
8.50, 	3.25, 	120, 	3.04
8.50, 	3.28, 	79, 	3.03
8.50, 	3.30, 	39, 	3.03
8.50, 	3.33, 	-7, 	3.04
8.50, 	3.36, 	-54, 	3.05
8.50, 	3.39, 	-99, 	3.06
8.50, 	3.41, 	-137, 	3.07
8.50, 	3.44, 	-165, 	3.09
8.50, 	3.47, 	-186, 	3.11
8.50, 	3.49, 	-198, 	3.13
8.50, 	3.52, 	-200, 	3.16
8.50, 	3.55, 	-190, 	3.18
8.50, 	3.58, 	-169, 	3.20
8.50, 	3.61, 	-139, 	3.21
8.50, 	3.63, 	-101, 	3.22
8.50, 	3.66, 	-56, 	3.22
8.50, 	3.69, 	-11, 	3.22
8.50, 	3.72, 	37, 	3.21
8.50, 	3.75, 	85, 	3.19
8.50, 	3.78, 	127, 	3.18
8.50, 	3.80, 	158, 	3.16
8.50, 	3.82, 	177, 	3.15
8.50, 	3.85, 	192, 	3.12
8.50, 	3.88, 	199, 	3.10
8.50, 	3.90, 	196, 	3.08
8.50, 	3.93, 	182, 	3.06
8.50, 	3.96, 	158, 	3.05
8.50, 	3.98, 	127, 	3.04
8.50, 	4.01, 	88, 	3.03
8.50, 	4.04, 	46, 	3.03
8.50, 	4.06, 	2, 	3.04
8.50, 	4.09, 	-43, 	3.04
8.50, 	4.12, 	-88, 	3.06
8.50, 	4.15, 	-128, 	3.07
8.50, 	4.17, 	-159, 	3.08
8.50, 	4.20, 	-182, 	3.10
8.50, 	4.23, 	-197, 	3.13
8.50, 	4.26, 	-200, 	3.15
8.50, 	4.28, 	-193, 	3.18
8.50, 	4.31, 	-175, 	3.20
8.50, 	4.34, 	-145, 	3.21
8.50, 	4.37, 	-110, 	3.22
8.50, 	4.40, 	-66, 	3.22
8.50, 	4.42, 	-21, 	3.22
8.50, 	4.45, 	26, 	3.21
8.50, 	4.48, 	74, 	3.19
8.50, 	4.51, 	118, 	3.18
8.50, 	4.54, 	152, 	3.17
8.50, 	4.56, 	173, 	3.15
8.50, 	4.58, 	189, 	3.13
8.50, 	4.61, 	199, 	3.11
8.50, 	4.64, 	197, 	3.08
8.50, 	4.66, 	186, 	3.06
8.50, 	4.69, 	164, 	3.05
8.50, 	4.72, 	135, 	3.04
8.50, 	4.74, 	97, 	3.03
8.50, 	4.77, 	56, 	3.03
8.50, 	4.80, 	13, 	3.03
8.50, 	4.82, 	-33, 	3.04
8.50, 	4.85, 	-80, 	3.06
8.50, 	4.88, 	-121, 	3.07
8.50, 	4.91, 	-153, 	3.08
8.50, 	4.93, 	-179, 	3.10
8.50, 	4.96, 	-195, 	3.12
8.50, 	4.99, 	-200, 	3.15
8.50, 	5.02, 	-195, 	3.17
8.50, 	5.04, 	-179, 	3.19
8.50, 	5.07, 	-151, 	3.21
8.50, 	5.10, 	-117, 	3.22
8.50, 	5.13, 	-74, 	3.22
8.50, 	5.16, 	-30, 	3.22
8.50, 	5.18, 	16, 	3.21
8.50, 	5.21, 	64, 	3.20
8.50, 	5.24, 	110, 	3.18
8.50, 	5.27, 	146, 	3.17
8.50, 	5.29, 	170, 	3.15
8.50, 	5.32, 	187, 	3.13
8.50, 	5.34, 	198, 	3.11
8.50, 	5.37, 	198, 	3.08
8.50, 	5.40, 	189, 	3.07
8.50, 	5.42, 	169, 	3.05
8.50, 	5.45, 	140, 	3.04
8.50, 	5.48, 	104, 	3.03
8.50, 	5.51, 	63, 	3.03
8.50, 	5.53, 	18, 	3.04
8.50, 	5.56, 	-28, 	3.04
8.50, 	5.59, 	-75, 	3.06
8.50, 	5.62, 	-118, 	3.07
8.50, 	5.65, 	-152, 	3.08
8.50, 	5.67, 	-175, 	3.10
8.50, 	5.70, 	-193, 	3.12
8.50, 	5.72, 	-200, 	3.14
8.50, 	5.75, 	-196, 	3.17
8.50, 	5.78, 	-182, 	3.19
8.50, 	5.81, 	-156, 	3.21
8.50, 	5.84, 	-122, 	3.22
8.50, 	5.86, 	-81, 	3.22
8.50, 	5.89, 	-37, 	3.22
8.50, 	5.92, 	10, 	3.21
8.50, 	5.95, 	57, 	3.20
8.50, 	5.98, 	104, 	3.18
8.50, 	6.01, 	142, 	3.17
8.50, 	6.03, 	168, 	3.16
8.50, 	6.05, 	184, 	3.14
8.50, 	6.08, 	197, 	3.11
8.50, 	6.11, 	199, 	3.09
8.50, 	6.13, 	190, 	3.07
8.50, 	6.16, 	173, 	3.05
8.50, 	6.19, 	144, 	3.04
8.50, 	6.21, 	109, 	3.03
8.50, 	6.24, 	70, 	3.03
8.50, 	6.27, 	25, 	3.03
8.50, 	6.29, 	-21, 	3.04
8.50, 	6.32, 	-68, 	3.05
8.50, 	6.35, 	-112, 	3.07
8.50, 	6.38, 	-147, 	3.08
8.50, 	6.40, 	-172, 	3.09
8.50, 	6.43, 	-191, 	3.12
8.50, 	6.46, 	-200, 	3.14
8.50, 	6.49, 	-198, 	3.17
8.50, 	6.52, 	-184, 	3.19
8.50, 	6.54, 	-160, 	3.20
8.50, 	6.57, 	-127, 	3.22
8.50, 	6.60, 	-86, 	3.22
8.50, 	6.63, 	-44, 	3.22
8.50, 	6.65, 	3, 	3.21
8.50, 	6.68, 	52, 	3.20
8.50, 	6.71, 	99, 	3.18
8.50, 	6.74, 	138, 	3.17
8.50, 	6.77, 	166, 	3.16
8.50, 	6.79, 	181, 	3.14
8.50, 	6.81, 	195, 	3.12
8.50, 	6.84, 	199, 	3.10
8.50, 	6.87, 	193, 	3.08
8.50, 	6.89, 	178, 	3.06
8.50, 	6.92, 	151, 	3.04
8.50, 	6.95, 	118, 	3.04
8.50, 	6.97, 	79, 	3.03
8.50, 	7.00, 	36, 	3.04
8.50, 	7.03, 	-10, 	3.04
