Freq,time,motorpath,angle
2.00, 	91.58, 	163, 	3.11
2.00, 	91.61, 	169, 	3.11
2.00, 	91.64, 	175, 	3.11
2.00, 	91.67, 	180, 	3.11
2.00, 	91.70, 	185, 	3.11
2.00, 	91.72, 	189, 	3.11
2.00, 	91.75, 	192, 	3.11
2.00, 	91.78, 	195, 	3.11
2.00, 	91.81, 	197, 	3.11
2.00, 	91.84, 	198, 	3.11
2.00, 	91.87, 	199, 	3.11
2.00, 	91.89, 	199, 	3.11
2.00, 	91.92, 	199, 	3.11
2.00, 	91.95, 	198, 	3.11
2.00, 	91.98, 	197, 	3.11
2.00, 	92.01, 	194, 	3.11
2.00, 	92.04, 	191, 	3.11
2.00, 	92.06, 	188, 	3.11
2.00, 	92.09, 	184, 	3.11
2.00, 	92.12, 	179, 	3.11
2.00, 	92.15, 	174, 	3.11
2.00, 	92.18, 	168, 	3.11
2.00, 	92.20, 	162, 	3.11
2.00, 	92.23, 	155, 	3.11
2.00, 	92.26, 	148, 	3.11
2.00, 	92.29, 	140, 	3.11
2.00, 	92.31, 	132, 	3.11
2.00, 	92.34, 	123, 	3.11
2.00, 	92.37, 	114, 	3.11
2.00, 	92.40, 	105, 	3.11
2.00, 	92.43, 	95, 	3.11
2.00, 	92.45, 	86, 	3.11
2.00, 	92.48, 	76, 	3.11
2.00, 	92.51, 	65, 	3.11
2.00, 	92.54, 	56, 	3.11
2.00, 	92.56, 	45, 	3.11
2.00, 	92.59, 	34, 	3.11
2.00, 	92.62, 	23, 	3.11
2.00, 	92.64, 	12, 	3.11
2.00, 	92.67, 	1, 	3.11
2.00, 	92.70, 	-9, 	3.11
2.00, 	92.72, 	-20, 	3.11
2.00, 	92.75, 	-30, 	3.11
2.00, 	92.78, 	-41, 	3.11
2.00, 	92.81, 	-52, 	3.11
2.00, 	92.84, 	-63, 	3.11
2.00, 	92.86, 	-74, 	3.11
2.00, 	92.89, 	-84, 	3.11
2.00, 	92.92, 	-94, 	3.11
2.00, 	92.95, 	-104, 	3.11
2.00, 	92.98, 	-114, 	3.11
2.00, 	93.01, 	-123, 	3.11
2.00, 	93.04, 	-132, 	3.11
2.00, 	93.06, 	-141, 	3.11
2.00, 	93.09, 	-148, 	3.11
2.00, 	93.12, 	-156, 	3.11
2.00, 	93.15, 	-163, 	3.11
2.00, 	93.18, 	-170, 	3.11
2.00, 	93.21, 	-176, 	3.11
2.00, 	93.24, 	-181, 	3.11
2.00, 	93.27, 	-186, 	3.11
2.00, 	93.30, 	-190, 	3.11
2.00, 	93.33, 	-193, 	3.11
2.00, 	93.36, 	-196, 	3.11
2.00, 	93.38, 	-198, 	3.11
2.00, 	93.41, 	-200, 	3.11
2.00, 	93.44, 	-200, 	3.11
2.00, 	93.47, 	-200, 	3.11
2.00, 	93.50, 	-200, 	3.11
2.00, 	93.53, 	-199, 	3.11
2.00, 	93.56, 	-197, 	3.11
2.00, 	93.59, 	-194, 	3.11
2.00, 	93.62, 	-191, 	3.11
2.00, 	93.65, 	-187, 	3.11
2.00, 	93.68, 	-183, 	3.11
2.00, 	93.71, 	-177, 	3.11
2.00, 	93.73, 	-172, 	3.11
2.00, 	93.76, 	-165, 	3.11
2.00, 	93.79, 	-158, 	3.11
2.00, 	93.82, 	-151, 	3.11
2.00, 	93.85, 	-143, 	3.11
2.00, 	93.88, 	-135, 	3.11
2.00, 	93.91, 	-126, 	3.11
2.00, 	93.94, 	-117, 	3.11
2.00, 	93.97, 	-107, 	3.11
2.00, 	94.00, 	-97, 	3.11
2.00, 	94.02, 	-87, 	3.11
2.00, 	94.05, 	-76, 	3.11
2.00, 	94.08, 	-66, 	3.11
2.00, 	94.11, 	-55, 	3.11
2.00, 	94.14, 	-44, 	3.11
2.00, 	94.17, 	-33, 	3.11
2.00, 	94.19, 	-22, 	3.11
2.00, 	94.22, 	-11, 	3.11
2.00, 	94.25, 	0, 	3.11
2.50, 	0.00, 	0, 	3.11
2.50, 	0.03, 	12, 	3.11
2.50, 	0.05, 	24, 	3.11
2.50, 	0.08, 	37, 	3.11
2.50, 	0.10, 	50, 	3.11
2.50, 	0.13, 	62, 	3.11
2.50, 	0.15, 	75, 	3.11
2.50, 	0.18, 	86, 	3.11
2.50, 	0.21, 	98, 	3.11
2.50, 	0.23, 	110, 	3.11
2.50, 	0.26, 	120, 	3.11
2.50, 	0.29, 	131, 	3.11
2.50, 	0.31, 	141, 	3.11
2.50, 	0.34, 	150, 	3.11
2.50, 	0.37, 	159, 	3.11
2.50, 	0.39, 	166, 	3.11
2.50, 	0.42, 	173, 	3.11
2.50, 	0.45, 	180, 	3.11
2.50, 	0.47, 	185, 	3.11
2.50, 	0.50, 	190, 	3.11
2.50, 	0.53, 	193, 	3.11
2.50, 	0.56, 	196, 	3.11
2.50, 	0.58, 	198, 	3.11
2.50, 	0.61, 	199, 	3.11
2.50, 	0.64, 	199, 	3.11
2.50, 	0.67, 	199, 	3.11
2.50, 	0.69, 	197, 	3.11
2.50, 	0.72, 	194, 	3.11
2.50, 	0.75, 	191, 	3.11
2.50, 	0.77, 	187, 	3.11
2.50, 	0.80, 	181, 	3.11
2.50, 	0.83, 	175, 	3.11
2.50, 	0.85, 	169, 	3.11
2.50, 	0.88, 	161, 	3.11
2.50, 	0.91, 	153, 	3.11
2.50, 	0.93, 	144, 	3.11
2.50, 	0.96, 	133, 	3.11
2.50, 	0.99, 	124, 	3.05
2.50, 	1.02, 	112, 	2.78
2.50, 	1.04, 	101, 	2.53
2.50, 	1.07, 	89, 	2.12
2.50, 	1.10, 	77, 	1.72
2.50, 	1.12, 	66, 	1.47
2.50, 	1.15, 	53, 	1.30
2.50, 	1.17, 	40, 	1.24
2.50, 	1.20, 	28, 	1.23
2.50, 	1.23, 	14, 	1.28
2.50, 	1.25, 	0, 	1.41
2.50, 	1.28, 	-14, 	1.65
2.50, 	1.31, 	-28, 	2.03
2.50, 	1.34, 	-41, 	2.41
2.50, 	1.36, 	-54, 	2.68
2.50, 	1.39, 	-66, 	2.92
2.50, 	1.42, 	-78, 	3.29
2.50, 	1.44, 	-89, 	3.72
2.50, 	1.47, 	-100, 	4.09
2.50, 	1.50, 	-113, 	4.31
2.50, 	1.52, 	-124, 	4.44
2.50, 	1.55, 	-135, 	4.56
2.50, 	1.58, 	-145, 	4.63
2.50, 	1.61, 	-154, 	4.64
2.50, 	1.64, 	-163, 	4.58
2.50, 	1.66, 	-170, 	4.47
2.50, 	1.69, 	-178, 	4.34
2.50, 	1.72, 	-184, 	4.18
2.50, 	1.75, 	-189, 	3.91
2.50, 	1.78, 	-193, 	3.46
2.50, 	1.80, 	-196, 	3.02
2.50, 	1.83, 	-199, 	2.75
2.50, 	1.86, 	-200, 	2.52
2.50, 	1.89, 	-200, 	2.24
2.50, 	1.92, 	-200, 	1.96
2.50, 	1.94, 	-198, 	1.77
2.50, 	1.97, 	-196, 	1.68
2.50, 	2.00, 	-192, 	1.71
2.50, 	2.03, 	-188, 	1.83
2.50, 	2.06, 	-182, 	2.06
2.50, 	2.08, 	-176, 	2.33
2.50, 	2.11, 	-169, 	2.58
2.50, 	2.14, 	-161, 	2.79
2.50, 	2.17, 	-152, 	3.06
2.50, 	2.20, 	-143, 	3.47
2.50, 	2.22, 	-132, 	3.87
2.50, 	2.25, 	-122, 	4.11
2.50, 	2.28, 	-110, 	4.26
2.50, 	2.31, 	-98, 	4.34
2.50, 	2.34, 	-86, 	4.38
2.50, 	2.36, 	-73, 	4.37
2.50, 	2.39, 	-61, 	4.34
2.50, 	2.42, 	-48, 	4.26
2.50, 	2.44, 	-35, 	4.14
2.50, 	2.47, 	-22, 	3.83
2.50, 	2.50, 	-8, 	3.19
2.50, 	2.53, 	6, 	2.78
2.50, 	2.56, 	20, 	2.46
2.50, 	2.58, 	34, 	1.99
2.50, 	2.61, 	47, 	1.58
2.50, 	2.64, 	60, 	1.33
2.50, 	2.66, 	73, 	1.19
2.50, 	2.69, 	85, 	1.13
2.50, 	2.71, 	95, 	1.11
2.50, 	2.73, 	104, 	1.11
2.50, 	2.76, 	115, 	1.15
2.50, 	2.78, 	125, 	1.23
2.50, 	2.81, 	136, 	1.40
2.50, 	2.84, 	145, 	1.70
2.50, 	2.87, 	154, 	2.15
2.50, 	2.89, 	162, 	2.54
2.50, 	2.92, 	170, 	2.81
2.50, 	2.95, 	177, 	3.19
2.50, 	2.97, 	182, 	3.73
2.50, 	3.00, 	187, 	4.11
2.50, 	3.03, 	192, 	4.32
2.50, 	3.06, 	195, 	4.48
2.50, 	3.08, 	197, 	4.64
2.50, 	3.11, 	199, 	4.75
2.50, 	3.14, 	199, 	4.80
2.50, 	3.16, 	199, 	4.77
2.50, 	3.19, 	198, 	4.67
2.50, 	3.22, 	196, 	4.53
2.50, 	3.25, 	193, 	4.36
2.50, 	3.27, 	189, 	4.07
2.50, 	3.30, 	184, 	3.38
2.50, 	3.33, 	179, 	2.80
2.50, 	3.35, 	172, 	2.37
2.50, 	3.38, 	165, 	1.68
2.50, 	3.41, 	157, 	1.21
2.50, 	3.43, 	148, 	0.97
2.50, 	3.46, 	139, 	0.71
2.50, 	3.49, 	129, 	0.40
2.50, 	3.52, 	118, 	0.10
2.50, 	3.54, 	107, 	6.15
2.50, 	3.57, 	95, 	5.97
2.50, 	3.60, 	84, 	5.85
2.50, 	3.62, 	72, 	5.72
2.50, 	3.65, 	60, 	5.56
2.50, 	3.67, 	47, 	5.27
2.50, 	3.70, 	34, 	5.10
2.50, 	3.72, 	22, 	5.06
2.50, 	3.75, 	8, 	5.07
2.50, 	3.78, 	-6, 	5.03
2.50, 	3.81, 	-19, 	4.92
2.50, 	3.83, 	-32, 	4.74
2.50, 	3.86, 	-45, 	4.54
2.50, 	3.89, 	-58, 	4.36
2.50, 	3.91, 	-70, 	4.18
2.50, 	3.94, 	-82, 	3.88
2.50, 	3.96, 	-94, 	3.36
2.50, 	3.99, 	-106, 	2.93
2.50, 	4.02, 	-118, 	2.66
2.50, 	4.05, 	-129, 	2.40
2.50, 	4.08, 	-139, 	2.06
2.50, 	4.10, 	-149, 	1.78
2.50, 	4.13, 	-158, 	1.62
2.50, 	4.16, 	-166, 	1.59
2.50, 	4.19, 	-174, 	1.65
2.50, 	4.22, 	-180, 	1.80
2.50, 	4.25, 	-186, 	2.04
2.50, 	4.27, 	-191, 	2.33
2.50, 	4.30, 	-195, 	2.58
2.50, 	4.33, 	-198, 	2.79
2.50, 	4.36, 	-199, 	3.07
2.50, 	4.39, 	-200, 	3.48
2.50, 	4.41, 	-200, 	3.88
2.50, 	4.44, 	-199, 	4.12
2.50, 	4.47, 	-197, 	4.26
2.50, 	4.50, 	-194, 	4.35
2.50, 	4.53, 	-191, 	4.39
2.50, 	4.55, 	-186, 	4.39
2.50, 	4.58, 	-180, 	4.35
2.50, 	4.61, 	-173, 	4.28
2.50, 	4.64, 	-166, 	4.16
2.50, 	4.67, 	-158, 	3.95
2.50, 	4.69, 	-148, 	3.60
2.50, 	4.72, 	-138, 	3.08
2.50, 	4.75, 	-128, 	2.75
2.50, 	4.78, 	-117, 	2.48
2.50, 	4.81, 	-105, 	2.09
2.50, 	4.83, 	-93, 	1.73
2.50, 	4.86, 	-81, 	1.51
2.50, 	4.89, 	-68, 	1.41
2.50, 	4.92, 	-56, 	1.40
2.50, 	4.94, 	-42, 	1.47
2.50, 	4.97, 	-28, 	1.63
2.50, 	5.00, 	-15, 	1.89
2.50, 	5.03, 	-1, 	2.24
2.50, 	5.05, 	13, 	2.55
2.50, 	5.08, 	27, 	2.79
2.50, 	5.11, 	40, 	3.08
2.50, 	5.14, 	53, 	3.51
2.50, 	5.16, 	65, 	3.89
2.50, 	5.18, 	77, 	4.13
2.50, 	5.21, 	88, 	4.26
2.50, 	5.23, 	98, 	4.36
2.50, 	5.26, 	108, 	4.45
2.50, 	5.28, 	120, 	4.51
2.50, 	5.31, 	130, 	4.52
2.50, 	5.34, 	140, 	4.47
2.50, 	5.37, 	150, 	4.39
2.50, 	5.39, 	158, 	4.28
2.50, 	5.42, 	166, 	4.13
2.50, 	5.45, 	173, 	3.87
2.50, 	5.47, 	179, 	3.46
2.50, 	5.50, 	185, 	3.05
2.50, 	5.53, 	190, 	2.79
2.50, 	5.56, 	193, 	2.60
2.50, 	5.58, 	196, 	2.38
2.50, 	5.61, 	198, 	2.15
2.50, 	5.64, 	199, 	1.97
2.50, 	5.66, 	199, 	1.88
2.50, 	5.69, 	199, 	1.88
2.50, 	5.72, 	197, 	1.98
2.50, 	5.75, 	194, 	2.17
2.50, 	5.77, 	191, 	2.38
2.50, 	5.80, 	187, 	2.58
2.50, 	5.83, 	181, 	2.77
2.50, 	5.85, 	176, 	2.98
2.50, 	5.88, 	169, 	3.31
2.50, 	5.91, 	161, 	3.70
2.50, 	5.93, 	153, 	3.98
2.50, 	5.96, 	144, 	4.15
2.50, 	5.99, 	134, 	4.25
2.50, 	6.01, 	124, 	4.30
2.50, 	6.04, 	113, 	4.31
2.50, 	6.07, 	102, 	4.29
2.50, 	6.10, 	90, 	4.23
2.50, 	6.12, 	78, 	4.14
2.50, 	6.15, 	66, 	3.99
2.50, 	6.17, 	53, 	3.72
2.50, 	6.20, 	41, 	3.40
2.50, 	6.23, 	28, 	3.07
2.50, 	6.25, 	15, 	2.85
2.50, 	6.28, 	2, 	2.70
2.50, 	6.30, 	-11, 	2.56
2.50, 	6.33, 	-24, 	2.43
2.50, 	6.36, 	-37, 	2.32
2.50, 	6.38, 	-50, 	2.26
2.50, 	6.41, 	-63, 	2.27
2.50, 	6.44, 	-76, 	2.35
2.50, 	6.46, 	-88, 	2.46
2.50, 	6.49, 	-100, 	2.59
2.50, 	6.52, 	-112, 	2.73
2.50, 	6.55, 	-124, 	2.89
2.50, 	6.58, 	-134, 	3.11
2.50, 	6.60, 	-144, 	3.41
2.50, 	6.63, 	-154, 	3.72
2.50, 	6.66, 	-162, 	3.94
2.50, 	6.69, 	-170, 	4.07
2.50, 	6.72, 	-177, 	4.14
2.50, 	6.75, 	-183, 	4.17
2.50, 	6.77, 	-189, 	4.15
2.50, 	6.80, 	-193, 	4.10
2.50, 	6.83, 	-196, 	3.99
2.50, 	6.86, 	-199, 	3.81
2.50, 	6.89, 	-200, 	3.55
2.50, 	6.91, 	-200, 	3.26
2.50, 	6.94, 	-200, 	3.01
2.50, 	6.97, 	-198, 	2.84
2.50, 	7.00, 	-196, 	2.72
2.50, 	7.03, 	-192, 	2.62
2.50, 	7.05, 	-188, 	2.54
2.50, 	7.08, 	-183, 	2.50
2.50, 	7.11, 	-176, 	2.51
2.50, 	7.14, 	-169, 	2.55
2.50, 	7.17, 	-161, 	2.62
2.50, 	7.19, 	-153, 	2.71
2.50, 	7.22, 	-143, 	2.82
2.50, 	7.25, 	-133, 	2.97
2.50, 	7.28, 	-122, 	3.17
2.50, 	7.31, 	-111, 	3.41
2.50, 	7.33, 	-99, 	3.65
2.50, 	7.36, 	-87, 	3.82
2.50, 	7.39, 	-75, 	3.93
2.50, 	7.42, 	-61, 	3.99
2.50, 	7.44, 	-48, 	4.00
2.50, 	7.47, 	-35, 	3.96
2.50, 	7.50, 	-22, 	3.89
2.50, 	7.52, 	-9, 	3.77
2.50, 	7.55, 	5, 	3.58
2.50, 	7.58, 	19, 	3.36
2.50, 	7.61, 	32, 	3.16
2.50, 	7.63, 	45, 	3.00
2.50, 	7.66, 	58, 	2.87
2.50, 	7.68, 	70, 	2.79
2.50, 	7.71, 	81, 	2.73
2.50, 	7.73, 	91, 	2.69
2.50, 	7.76, 	103, 	2.65
2.50, 	7.78, 	114, 	2.65
2.50, 	7.81, 	125, 	2.66
2.50, 	7.84, 	135, 	2.70
2.50, 	7.86, 	144, 	2.76
2.50, 	7.89, 	154, 	2.83
2.50, 	7.92, 	162, 	2.93
2.50, 	7.95, 	169, 	3.06
2.50, 	7.97, 	176, 	3.22
2.50, 	8.00, 	182, 	3.39
2.50, 	8.03, 	187, 	3.55
2.50, 	8.05, 	191, 	3.67
2.50, 	8.08, 	195, 	3.75
2.50, 	8.11, 	197, 	3.79
2.50, 	8.14, 	199, 	3.78
2.50, 	8.16, 	199, 	3.74
2.50, 	8.19, 	199, 	3.66
2.50, 	8.22, 	198, 	3.54
2.50, 	8.24, 	196, 	3.39
2.50, 	8.27, 	193, 	3.24
2.50, 	8.30, 	189, 	3.10
2.50, 	8.32, 	185, 	2.99
2.50, 	8.35, 	179, 	2.90
2.50, 	8.38, 	173, 	2.83
2.50, 	8.41, 	165, 	2.79
2.50, 	8.43, 	157, 	2.77
2.50, 	8.46, 	149, 	2.76
2.50, 	8.49, 	139, 	2.77
2.50, 	8.51, 	129, 	2.80
2.50, 	8.54, 	119, 	2.85
2.50, 	8.57, 	108, 	2.91
2.50, 	8.60, 	96, 	2.99
2.50, 	8.62, 	84, 	3.08
2.50, 	8.65, 	73, 	3.18
2.50, 	8.67, 	60, 	3.31
2.50, 	8.70, 	48, 	3.41
2.50, 	8.72, 	35, 	3.49
2.50, 	8.75, 	22, 	3.55
2.50, 	8.78, 	9, 	3.57
2.50, 	8.80, 	-4, 	3.57
2.50, 	8.83, 	-17, 	3.54
2.50, 	8.86, 	-30, 	3.48
2.50, 	8.88, 	-43, 	3.40
2.50, 	8.91, 	-56, 	3.31
2.50, 	8.94, 	-69, 	3.21
2.50, 	8.96, 	-81, 	3.13
2.50, 	8.99, 	-94, 	3.04
2.50, 	9.02, 	-105, 	2.99
2.50, 	9.04, 	-117, 	2.93
2.50, 	9.07, 	-128, 	2.90
2.50, 	9.10, 	-138, 	2.88
2.50, 	9.13, 	-148, 	2.88
2.50, 	9.16, 	-158, 	2.89
2.50, 	9.18, 	-166, 	2.91
2.50, 	9.21, 	-173, 	2.95
2.50, 	9.24, 	-180, 	2.99
2.50, 	9.27, 	-186, 	3.05
2.50, 	9.30, 	-191, 	3.12
2.50, 	9.33, 	-194, 	3.18
2.50, 	9.35, 	-197, 	3.25
2.50, 	9.38, 	-199, 	3.30
2.50, 	9.41, 	-200, 	3.34
2.50, 	9.44, 	-200, 	3.36
2.50, 	9.47, 	-199, 	3.36
2.50, 	9.50, 	-197, 	3.35
2.50, 	9.52, 	-195, 	3.32
2.50, 	9.55, 	-191, 	3.28
2.50, 	9.58, 	-186, 	3.23
2.50, 	9.61, 	-180, 	3.18
2.50, 	9.64, 	-174, 	3.13
2.50, 	9.66, 	-166, 	3.09
2.50, 	9.69, 	-158, 	3.05
2.50, 	9.72, 	-149, 	3.03
2.50, 	9.75, 	-139, 	3.01
2.50, 	9.78, 	-129, 	3.00
2.50, 	9.80, 	-117, 	3.00
2.50, 	9.83, 	-106, 	3.01
2.50, 	9.86, 	-94, 	3.02
2.50, 	9.89, 	-81, 	3.04
2.50, 	9.91, 	-69, 	3.06
2.50, 	9.94, 	-56, 	3.09
2.50, 	9.97, 	-43, 	3.11
2.50, 	9.99, 	-30, 	3.13
2.50, 	10.02, 	-16, 	3.15
2.50, 	10.05, 	-2, 	3.17
2.50, 	10.08, 	12, 	3.18
2.50, 	10.11, 	26, 	3.18
2.50, 	10.14, 	40, 	3.18
2.50, 	10.16, 	53, 	3.18
2.50, 	10.19, 	66, 	3.17
2.50, 	10.21, 	78, 	3.16
2.50, 	10.24, 	89, 	3.16
2.50, 	10.27, 	101, 	3.15
2.50, 	10.29, 	113, 	3.14
2.50, 	10.32, 	124, 	3.13
2.50, 	10.35, 	135, 	3.13
2.50, 	10.38, 	145, 	3.12
2.50, 	10.41, 	154, 	3.12
2.50, 	10.43, 	163, 	3.12
2.50, 	10.46, 	170, 	3.11
2.50, 	10.49, 	177, 	3.11
2.50, 	10.52, 	183, 	3.11
2.50, 	10.55, 	188, 	3.11
2.50, 	10.57, 	192, 	3.11
2.50, 	10.60, 	196, 	3.11
2.50, 	10.63, 	198, 	3.11
2.50, 	10.66, 	199, 	3.12
2.50, 	10.69, 	199, 	3.12
2.50, 	10.71, 	199, 	3.12
2.50, 	10.74, 	197, 	3.12
2.50, 	10.77, 	194, 	3.12
2.50, 	10.80, 	191, 	3.12
2.50, 	10.83, 	186, 	3.12
2.50, 	10.86, 	181, 	3.12
2.50, 	10.88, 	174, 	3.12
2.50, 	10.91, 	167, 	3.12
2.50, 	10.94, 	159, 	3.12
2.50, 	10.97, 	150, 	3.12
2.50, 	11.00, 	141, 	3.12
2.50, 	11.02, 	131, 	3.12
2.50, 	11.05, 	120, 	3.12
2.50, 	11.08, 	108, 	3.12
2.50, 	11.11, 	96, 	3.12
2.50, 	11.14, 	84, 	3.12
2.50, 	11.16, 	71, 	3.12
2.50, 	11.19, 	59, 	3.12
2.50, 	11.22, 	45, 	3.12
2.50, 	11.25, 	32, 	3.12
2.50, 	11.27, 	19, 	3.12
2.50, 	11.30, 	5, 	3.12
2.50, 	11.33, 	-9, 	3.12
2.50, 	11.35, 	-23, 	3.12
2.50, 	11.38, 	-36, 	3.12
2.50, 	11.41, 	-49, 	3.12
2.50, 	11.43, 	-62, 	3.12
2.50, 	11.46, 	-75, 	3.12
2.50, 	11.49, 	-88, 	3.12
2.50, 	11.52, 	-100, 	3.12
2.50, 	11.55, 	-113, 	3.12
2.50, 	11.58, 	-124, 	3.12
2.50, 	11.61, 	-136, 	3.12
2.50, 	11.64, 	-146, 	3.12
2.50, 	11.67, 	-156, 	3.12
2.50, 	11.69, 	-164, 	3.12
2.50, 	11.72, 	-172, 	3.12
2.50, 	11.75, 	-179, 	3.12
2.50, 	11.78, 	-185, 	3.12
2.50, 	11.81, 	-190, 	3.12
2.50, 	11.84, 	-195, 	3.12
2.50, 	11.87, 	-198, 	3.12
2.50, 	11.90, 	-199, 	3.12
2.50, 	11.93, 	-200, 	3.12
2.50, 	11.96, 	-200, 	3.12
2.50, 	11.99, 	-199, 	3.12
2.50, 	12.01, 	-197, 	3.12
2.50, 	12.04, 	-194, 	3.12
2.50, 	12.07, 	-189, 	3.12
2.50, 	12.10, 	-184, 	3.12
2.50, 	12.13, 	-178, 	3.12
2.50, 	12.16, 	-170, 	3.12
2.50, 	12.19, 	-162, 	3.12
2.50, 	12.22, 	-153, 	3.12
2.50, 	12.25, 	-144, 	3.12
2.50, 	12.28, 	-133, 	3.12
2.50, 	12.31, 	-122, 	3.12
2.50, 	12.33, 	-110, 	3.12
2.50, 	12.36, 	-97, 	3.12
2.50, 	12.39, 	-85, 	3.12
2.50, 	12.42, 	-72, 	3.12
2.50, 	12.45, 	-59, 	3.12
2.50, 	12.48, 	-45, 	3.12
2.50, 	12.50, 	-32, 	3.12
2.50, 	12.53, 	-17, 	3.12
2.50, 	12.56, 	-2, 	3.12
2.50, 	12.59, 	12, 	3.12
2.50, 	12.62, 	27, 	3.12
2.50, 	12.65, 	42, 	3.12
2.50, 	12.68, 	56, 	3.12
2.50, 	12.71, 	69, 	3.12
2.50, 	12.74, 	82, 	3.12
2.50, 	12.76, 	93, 	3.12
2.50, 	12.78, 	103, 	3.12
2.50, 	12.81, 	112, 	3.12
2.50, 	12.83, 	123, 	3.12
2.50, 	12.86, 	134, 	3.12
2.50, 	12.89, 	144, 	3.12
2.50, 	12.92, 	153, 	3.12
2.50, 	12.95, 	162, 	3.12
2.50, 	12.97, 	170, 	3.12
2.50, 	13.00, 	177, 	3.12
2.50, 	13.03, 	183, 	3.12
2.50, 	13.06, 	188, 	3.12
2.50, 	13.09, 	192, 	3.12
2.50, 	13.11, 	195, 	3.12
2.50, 	13.14, 	198, 	3.12
2.50, 	13.17, 	199, 	3.12
2.50, 	13.20, 	199, 	3.12
2.50, 	13.23, 	199, 	3.12
2.50, 	13.25, 	197, 	3.12
2.50, 	13.28, 	195, 	3.12
2.50, 	13.31, 	191, 	3.12
2.50, 	13.34, 	187, 	3.12
2.50, 	13.37, 	181, 	3.12
2.50, 	13.39, 	175, 	3.12
2.50, 	13.42, 	168, 	3.12
2.50, 	13.45, 	160, 	3.12
2.50, 	13.48, 	151, 	3.12
2.50, 	13.51, 	142, 	3.12
2.50, 	13.53, 	131, 	3.12
2.50, 	13.56, 	121, 	3.12
2.50, 	13.59, 	109, 	3.12
2.50, 	13.62, 	97, 	3.12
2.50, 	13.65, 	85, 	3.12
2.50, 	13.67, 	72, 	3.12
2.50, 	13.70, 	60, 	3.12
2.50, 	13.73, 	47, 	3.12
2.50, 	13.75, 	34, 	3.12
2.50, 	13.78, 	20, 	3.12
2.50, 	13.81, 	6, 	3.12
2.50, 	13.84, 	-7, 	3.12
2.50, 	13.86, 	-21, 	3.12
2.50, 	13.89, 	-35, 	3.12
2.50, 	13.92, 	-49, 	3.12
2.50, 	13.95, 	-62, 	3.12
2.50, 	13.97, 	-75, 	3.12
2.50, 	14.00, 	-87, 	3.12
2.50, 	14.03, 	-99, 	3.12
2.50, 	14.06, 	-111, 	3.12
2.50, 	14.09, 	-123, 	3.12
2.50, 	14.12, 	-134, 	3.12
2.50, 	14.15, 	-145, 	3.12
2.50, 	14.17, 	-154, 	3.12
2.50, 	14.20, 	-163, 	3.12
2.50, 	14.23, 	-171, 	3.12
2.50, 	14.26, 	-179, 	3.12
2.50, 	14.29, 	-185, 	3.12
2.50, 	14.32, 	-190, 	3.12
2.50, 	14.35, 	-194, 	3.12
2.50, 	14.38, 	-197, 	3.12
2.50, 	14.41, 	-199, 	3.12
2.50, 	14.44, 	-200, 	3.12
2.50, 	14.47, 	-200, 	3.12
2.50, 	14.50, 	-199, 	3.12
2.50, 	14.52, 	-197, 	3.12
2.50, 	14.55, 	-194, 	3.12
2.50, 	14.58, 	-190, 	3.12
2.50, 	14.61, 	-185, 	3.12
2.50, 	14.64, 	-179, 	3.12
2.50, 	14.67, 	-171, 	3.12
2.50, 	14.70, 	-163, 	3.12
2.50, 	14.73, 	-155, 	3.12
2.50, 	14.76, 	-145, 	3.12
2.50, 	14.79, 	-134, 	3.12
2.50, 	14.82, 	-123, 	3.12
2.50, 	14.84, 	-112, 	3.12
2.50, 	14.87, 	-99, 	3.12
2.50, 	14.90, 	-87, 	3.12
2.50, 	14.93, 	-74, 	3.12
2.50, 	14.96, 	-60, 	3.12
2.50, 	14.99, 	-47, 	3.12
2.50, 	15.01, 	-33, 	3.12
2.50, 	15.04, 	-19, 	3.12
2.50, 	15.07, 	-5, 	3.12
2.50, 	15.10, 	9, 	3.12
2.50, 	15.13, 	23, 	3.12
2.50, 	15.15, 	36, 	3.12
2.50, 	15.18, 	50, 	3.12
2.50, 	15.21, 	63, 	3.12
2.50, 	15.24, 	75, 	3.12
2.50, 	15.26, 	86, 	3.12
2.50, 	15.28, 	98, 	3.12
2.50, 	15.31, 	109, 	3.12
2.50, 	15.34, 	121, 	3.12
2.50, 	15.37, 	132, 	3.12
2.50, 	15.40, 	142, 	3.12
2.50, 	15.42, 	152, 	3.12
2.50, 	15.45, 	160, 	3.12
2.50, 	15.48, 	168, 	3.12
2.50, 	15.51, 	175, 	3.12
2.50, 	15.54, 	182, 	3.12
2.50, 	15.57, 	187, 	3.12
2.50, 	15.59, 	191, 	3.12
2.50, 	15.62, 	195, 	3.12
2.50, 	15.65, 	197, 	3.12
2.50, 	15.68, 	199, 	3.12
2.50, 	15.71, 	199, 	3.12
2.50, 	15.73, 	199, 	3.12
2.50, 	15.76, 	198, 	3.12
2.50, 	15.79, 	195, 	3.12
2.50, 	15.82, 	192, 	3.12
2.50, 	15.85, 	188, 	3.12
2.50, 	15.87, 	183, 	3.12
2.50, 	15.90, 	176, 	3.12
2.50, 	15.93, 	169, 	3.12
2.50, 	15.96, 	162, 	3.12
2.50, 	15.99, 	153, 	3.12
2.50, 	16.01, 	144, 	3.12
2.50, 	16.04, 	134, 	3.12
2.50, 	16.07, 	123, 	3.12
2.50, 	16.10, 	112, 	3.12
2.50, 	16.13, 	99, 	3.12
2.50, 	16.15, 	88, 	3.12
